voting_population,state,county
14110.0,20,041
6092.0,20,043
2022.0,20,047
1947.0,20,049
4951.0,20,053
21225.0,20,055
19301.0,20,059
22159.0,20,061
1947.0,20,065
3816.0,20,069
793.0,20,071
1411.0,20,075
4040.0,20,077
2385.0,20,081
1423.0,20,083
14573.0,20,087
428316.0,20,091
2482.0,20,093
1877.0,20,097
15120.0,20,099
61190.0,20,103
2296.0,20,105
2063.0,20,109
21929.0,20,113
9302.0,20,115
2790.0,20,119
25344.0,20,121
24270.0,20,125
4314.0,20,127
7404.0,20,131
11819.0,20,133
4307.0,20,137
2753.0,20,141
4452.0,20,143
5441.0,20,145
4081.0,20,147
16837.0,20,149
6860.0,20,151
1919.0,20,153
47511.0,20,155
3599.0,20,157
7138.0,20,159
58566.0,20,161
3856.0,20,163
2317.0,20,165
5328.0,20,167
40548.0,20,169
3215.0,20,171
360771.0,20,173
11019.0,20,175
131670.0,20,177
1859.0,20,179
14764.0,45,049
270873.0,45,051
49969.0,45,055
72097.0,45,057
51218.0,45,059
218546.0,45,063
8326.0,45,065
20840.0,45,069
28623.0,45,071
67378.0,45,075
99211.0,45,077
14772.0,45,081
230892.0,45,083
21394.0,45,087
24046.0,45,089
199414.0,45,091
12003.0,46,005
2191.0,46,007
26377.0,46,011
28671.0,46,013
1236.0,46,017
7738.0,46,019
1153.0,46,021
6530.0,46,023
2631.0,46,025
11273.0,46,027
20886.0,46,029
2599.0,46,031
7473.0,46,033
15058.0,46,035
4256.0,46,037
3240.0,46,039
3630.0,46,041
2202.0,46,043
2868.0,46,045
5511.0,46,047
1825.0,46,049
5288.0,46,051
3190.0,46,053
1378.0,46,055
4008.0,46,057
2387.0,46,059
920.0,46,063
13261.0,46,065
1152.0,46,069
2229.0,46,071
649.0,46,075
3809.0,46,077
374007.0,45,045
9939.0,46,079
41050.0,46,083
2723.0,46,085
1803.0,46,089
3598.0,46,091
1477.0,46,095
1673.0,46,097
4805.0,46,101
11059.0,28,135
14928.0,28,141
11029.0,28,147
15118.0,28,153
13991.0,28,159
498250.0,35,001
12707.0,35,041
21915.0,35,047
9003.0,35,051
11871.0,35,057
1725.0,38,001
675.0,38,007
1580.0,38,013
2977.0,38,019
1785.0,38,023
2602.0,38,029
53255.0,38,035
2020.0,38,041
1404.0,38,047
9360.0,38,053
23860.0,38,059
2253.0,38,063
3139.0,38,069
1798.0,38,075
3099.0,38,081
611.0,38,087
16424.0,38,093
7963.0,38,099
3094.0,38,103
7103.0,20,013
2004.0,20,017
2018.0,20,023
6621.0,20,029
26278.0,20,035
2242.0,20,039
94114.0,20,045
22131.0,20,051
17921.0,20,057
2023.0,20,063
4221.0,20,067
4703.0,20,073
25478.0,20,079
9859.0,20,085
2268.0,20,089
5509.0,20,095
1151.0,20,101
7514.0,20,107
23805.0,20,111
7364.0,20,117
4694.0,20,123
1865.0,20,129
2137.0,20,135
12104.0,20,139
2985.0,20,185
17214.0,20,191
5235.0,20,197
1476.0,20,203
2514.0,20,207
15914.0,21,003
4461.0,20,181
2872.0,20,183
1356.0,20,187
3539.0,20,189
5725.0,20,193
2276.0,20,195
1156.0,20,199
4127.0,20,201
6555.0,20,205
100636.0,20,209
15325.0,21,001
17110.0,21,005
6227.0,21,007
9212.0,21,011
20830.0,21,013
14861.0,21,017
36935.0,21,019
6317.0,21,023
15576.0,21,027
62641.0,21,029
9748.0,21,033
31186.0,21,035
3648.0,21,039
7855.0,21,041
12184.0,21,045
51253.0,21,047
15762.0,21,051
7856.0,21,053
5166.0,21,057
74612.0,21,059
6113.0,21,063
235529.0,21,067
10966.0,21,069
38800.0,21,073
4754.0,21,075
13493.0,21,079
18295.0,21,081
19835.0,21,085
8586.0,21,087
6569.0,21,091
81306.0,21,093
14409.0,21,097
34857.0,21,101
12070.0,21,103
3572.0,21,105
34493.0,21,107
10371.0,21,109
569273.0,21,111
39307.0,21,113
17280.0,21,115
123531.0,21,117
11970.0,21,119
23716.0,21,121
10762.0,21,123
46539.0,21,125
11803.0,21,127
5599.0,21,129
7951.0,21,131
17155.0,21,133
9009.0,46,102
2317.0,46,105
1775.0,46,107
7476.0,46,109
4846.0,46,115
2440.0,46,117
5955.0,46,121
4065.0,46,123
11613.0,46,127
4168.0,46,129
1964.0,46,137
59004.0,47,001
12897.0,47,005
12355.0,47,007
80292.0,47,011
31537.0,47,013
21741.0,47,017
45442.0,47,019
13277.0,47,023
25556.0,47,025
28240.0,47,029
41655.0,47,031
49074.0,47,035
498687.0,47,037
14839.0,47,041
40579.0,47,043
28126.0,47,045
32530.0,47,047
14545.0,47,049
33028.0,47,051
36925.0,47,053
23099.0,47,055
18163.0,47,057
55136.0,47,059
10391.0,47,061
46722.0,47,063
279194.0,47,065
5149.0,47,067
20294.0,47,069
20348.0,47,071
45125.0,47,073
13124.0,47,075
21298.0,47,077
25501.0,47,079
19658.0,47,081
6395.0,47,083
14389.0,47,085
42839.0,47,089
14592.0,47,091
6173.0,47,095
19621.0,47,097
9346.0,47,101
25949.0,47,103
41297.0,47,107
20113.0,47,109
74478.0,47,113
22499.0,47,115
70706.0,47,119
93908.0,21,015
23658.0,21,021
10141.0,21,025
9619.0,21,031
73117.0,21,037
20608.0,21,043
27772.0,21,049
6903.0,21,055
9881.0,21,061
11108.0,21,065
28027.0,21,071
6464.0,21,077
27610.0,21,083
27659.0,21,089
20204.0,21,095
14106.0,21,099
6977.0,21,149
9491.0,21,153
9139.0,21,159
5100.0,21,165
8081.0,21,171
24219.0,21,177
17862.0,21,183
3571.0,21,189
19971.0,21,193
49676.0,21,199
19465.0,21,205
35252.0,21,211
19581.0,21,217
11274.0,21,221
94718.0,21,227
9666.0,21,233
19556.0,21,239
232960.0,23,005
97431.0,23,011
46772.0,23,017
28459.0,23,023
31901.0,23,027
13179.0,27,001
22751.0,27,047
908478.0,27,053
30166.0,27,059
7606.0,27,063
3322.0,27,069
8684.0,27,075
4284.0,27,081
3777.0,27,087
17351.0,27,093
27217.0,27,099
33042.0,21,009
13123.0,27,105
45032.0,27,111
6510.0,27,117
388292.0,27,123
10956.0,27,129
11351.0,27,135
69426.0,27,141
26739.0,27,147
18212.0,27,153
