level_0,index,County of Residence,County of Residence Code,low_birth_rate,Not Hispanic or Latino_low_birth_rate,Hispanic or Latino_low_birth_rate,Unknown or Not Stated_low_birth_rate,Black or African American_low_birth_rate,White_low_birth_rate,Asian_low_birth_rate,More than one race_low_birth_rate,American Indian or Alaska Native_low_birth_rate,Native Hawaiian or Other Pacific Islander_low_birth_rate
415,415,"Providence County, RI",44007.0,0.0859363754138477,0.08368200836820083,0.08464794151596768,,0.11332801276935354,0.07654219104600785,0.05673758865248227,0.05907172995780591,,
