FIPS,transit_trips_index,transit_low_cost_index
1001.0,30.26046986721144,16.32528717094063
1003.0,32.65057434188126,31.787807107144776
1005.0,14.027471641309607,2.6725713671307996
1007.0,34.41011235955057,25.425380355894845
1009.0,26.12897156066878,24.25705905895143
1011.0,15.521118936257908,0.6836550006272065
1013.0,9.119880054238422,3.113034544140399
1015.0,25.147757513036932,19.303733670232784
1017.0,7.380427575578374,4.8805619769546436
1019.0,69.91398311918714,6.122251491855277
1021.0,28.783249407140595,26.145846400133806
1023.0,17.912343422396646,1.9071555292726197
1025.0,18.277691163557517,1.9237316990125979
1027.0,23.321662813827217,6.167007150153218
1029.0,15.547215203483683,4.275979786033009
1031.0,27.871773406959687,21.05704762416767
1033.0,28.658981467970232,20.5200181249856
1035.0,11.190594591688619,0.4737648513520779
1037.0,17.2685608300629,4.765872802537498
1039.0,14.144304837681537,4.925426436366708
1041.0,15.948515312796802,5.141748651506192
1043.0,14.872930965479753,7.781690351175864
1045.0,23.19889937491142,14.127295208957486
1047.0,10.327401752593946,0.6876870419153093
1049.0,25.948356788096586,5.299342880655714
1051.0,19.03992616884397,19.381574467322544
1053.0,6.919366854316588,1.8309307487308668
1055.0,22.360088167302834,13.424457466444457
1057.0,7.218429116714155,3.956776517391538
1059.0,9.362847875562245,4.1909335818265445
1065.0,37.76096267225777,16.2347902442521
1067.0,28.017310897263588,8.672472806121535
1069.0,13.446185688941455,17.99819230148917
1071.0,14.251653136928121,5.8359765603999785
1073.0,47.0641268216144,47.76934154743798
1075.0,5.2954142250416645,2.515097754601007
1077.0,24.265801936357285,22.7798114470874
1079.0,33.186835833198934,13.819746847541053
1081.0,36.57535806107831,29.386149384757935
1083.0,42.40818318287271,46.67449640838168
1085.0,46.41551529487662,22.60362346110424
1087.0,5.87761655042984,2.3451818328437866
1089.0,62.321268569790156,56.373985269609165
1093.0,9.27352696091608,2.326823826675985
1095.0,10.938554677466563,8.289279548889247
1097.0,39.22346964832919,27.382048392175538
1099.0,6.342784950117889,0.4020521170136782
1101.0,36.704409735508634,31.04255411104821
1103.0,30.74179479597871,24.1657034568034
1105.0,5.2954142250416645,0.1693457341003172
1107.0,23.49255416375464,14.768023224557819
1109.0,9.430272565991075,2.8869415622815975
1111.0,7.787215741089189,5.020787412863108
1113.0,41.56745088146626,23.94122731201383
1115.0,26.115128218912965,25.728724262136446
1117.0,29.568959158234804,30.462165700018627
1119.0,5.2954142250416645,0.034272350948873716
1121.0,19.896275737863554,6.215727649051126
1123.0,11.363770765012635,7.794742218160314
1125.0,39.39518808757708,29.88406022554267
1127.0,28.186656631363903,28.067636745933612
1129.0,30.23977205526585,7.850653190688673
1131.0,10.367722165474975,0.1518735551852051
1133.0,12.923652338199943,2.2648551921171673
2013.0,27.54153002526746,65.20079565614752
2016.0,81.60649965055642,89.73039083920219
2020.0,77.35740013977743,88.28904604346785
2050.0,18.68313531530563,37.92000430084404
2060.0,58.191763883662176,90.14837911940218
2068.0,69.30541368743616,88.68340411805818
2070.0,17.08846298586098,41.67383474006773
