FIPS,HOM_STUDENTS
31069.0,5.0
31001.0,129.0
31109.0,363.0
31163.0,12.0
31119.0,4.0
31131.0,18.0
31089.0,9.0
31025.0,7.0
31037.0,6.0
31043.0,43.0
31179.0,1.0
31185.0,20.0
32001.0,209.0
32003.0,13913.0
32007.0,231.0
32031.0,2558.0
32033.0,102.0
32005.0,192.0
32011.0,5.0
32013.0,92.0
32015.0,34.0
32017.0,30.0
32019.0,458.0
32021.0,58.0
32023.0,463.0
32510.0,503.0
32027.0,59.0
32029.0,16.0
33015.0,467.0
33007.0,60.0
33005.0,239.0
33013.0,341.0
33017.0,583.0
33001.0,263.0
33011.0,1569.0
33009.0,214.0
33003.0,213.0
33019.0,241.0
34041.0,205.0
34013.0,1189.0
34023.0,1275.0
34007.0,1415.0
34039.0,917.0
34001.0,670.0
34021.0,446.0
34031.0,858.0
34017.0,515.0
34025.0,796.0
34033.0,299.0
34005.0,1011.0
34003.0,681.0
34029.0,857.0
34035.0,207.0
34019.0,6.0
34027.0,272.0
34011.0,713.0
34015.0,769.0
34009.0,320.0
34037.0,123.0
35043.0,4776.0
35035.0,347.0
35001.0,4811.0
35061.0,573.0
35015.0,273.0
35005.0,330.0
35017.0,7.0
35045.0,668.0
35057.0,247.0
35049.0,1570.0
35039.0,134.0
35055.0,97.0
35031.0,1.0
35053.0,285.0
35027.0,34.0
35007.0,17.0
35009.0,98.0
35029.0,353.0
35041.0,12.0
35025.0,223.0
35011.0,45.0
35013.0,656.0
35006.0,25.0
35047.0,42.0
35023.0,92.0
35028.0,1.0
35033.0,7.0
35019.0,1.0
35037.0,90.0
36089.0,567.0
36093.0,560.0
36035.0,129.0
36077.0,116.0
36103.0,5382.0
36019.0,280.0
36095.0,83.0
36101.0,261.0
36003.0,73.0
36065.0,647.0
36053.0,141.0
36099.0,127.0
36009.0,105.0
36083.0,645.0
36017.0,86.0
36105.0,399.0
36029.0,2034.0
36061.0,18817.0
36005.0,41185.0
36047.0,31147.0
36081.0,22415.0
36085.0,2762.0
36043.0,45.0
36057.0,249.0
36113.0,214.0
36045.0,218.0
36001.0,1048.0
36073.0,60.0
36037.0,151.0
36007.0,739.0
36075.0,822.0
36059.0,3632.0
36119.0,2882.0
36115.0,231.0
36027.0,950.0
36121.0,80.0
36011.0,175.0
36051.0,173.0
36067.0,2343.0
36091.0,565.0
36063.0,469.0
36049.0,60.0
36013.0,334.0
36069.0,357.0
36079.0,96.0
36055.0,3336.0
36033.0,135.0
36039.0,93.0
36107.0,149.0
36025.0,35.0
36021.0,206.0
36071.0,2039.0
36023.0,108.0
36117.0,300.0
36109.0,162.0
36123.0,53.0
36111.0,596.0
36015.0,120.0
36087.0,883.0
36031.0,48.0
36097.0,30.0
36041.0,1.0
37051.0,828.0
37147.0,340.0
37037.0,443.0
37039.0,20.0
37063.0,1027.0
37001.0,629.0
37125.0,320.0
37127.0,401.0
37137.0,182.0
37175.0,165.0
37191.0,297.0
37021.0,843.0
37119.0,4643.0
37003.0,79.0
37071.0,755.0
37183.0,3948.0
37005.0,61.0
37131.0,18.0
37025.0,543.0
37047.0,89.0
37007.0,78.0
37009.0,105.0
37151.0,325.0
37011.0,11.0
37081.0,2795.0
37013.0,98.0
37129.0,1454.0
37077.0,71.0
37133.0,1374.0
37045.0,319.0
37015.0,8.0
37017.0,66.0
37139.0,122.0
37179.0,262.0
37019.0,450.0
37023.0,72.0
37027.0,223.0
37029.0,6.0
37031.0,794.0
37033.0,12.0
37035.0,279.0
37135.0,248.0
37041.0,35.0
37043.0,9.0
37163.0,112.0
37053.0,77.0
37055.0,200.0
37057.0,377.0
37059.0,136.0
37061.0,297.0
37065.0,508.0
37171.0,145.0
37067.0,664.0
37069.0,161.0
37073.0,19.0
37075.0,45.0
37079.0,94.0
37083.0,110.0
37085.0,237.0
37087.0,244.0
37089.0,352.0
37091.0,27.0
37093.0,188.0
37095.0,6.0
37097.0,410.0
37099.0,110.0
37101.0,389.0
37103.0,47.0
37159.0,413.0
37105.0,326.0
37107.0,132.0
37109.0,102.0
37113.0,75.0
37115.0,24.0
37117.0,18.0
37111.0,459.0
37121.0,33.0
37123.0,64.0
37049.0,1204.0
37141.0,925.0
37143.0,32.0
37145.0,49.0
37149.0,11.0
37153.0,173.0
37155.0,300.0
37157.0,120.0
37161.0,269.0
37165.0,164.0
37167.0,165.0
37169.0,64.0
37173.0,49.0
37181.0,216.0
37185.0,78.0
37187.0,14.0
37189.0,40.0
37193.0,319.0
37195.0,164.0
37197.0,58.0
37199.0,17.0
38015.0,427.0
38093.0,9.0
38013.0,7.0
38017.0,377.0
38049.0,4.0
38057.0,3.0
38089.0,92.0
38105.0,401.0
38039.0,1.0
38031.0,4.0
38103.0,1.0
38075.0,1.0
38067.0,1.0
38073.0,7.0
38053.0,403.0
38079.0,92.0
38007.0,1.0
38097.0,5.0
38071.0,22.0
38035.0,148.0
38085.0,125.0
38059.0,72.0
38099.0,5.0
38091.0,1.0
38101.0,188.0
38045.0,1.0
38019.0,5.0
38077.0,42.0
38055.0,9.0
38005.0,57.0
38081.0,1.0
38021.0,1.0
38061.0,12.0
38003.0,4.0
39099.0,313.0
39035.0,3669.0
39153.0,1593.0
39113.0,1233.0
39061.0,5010.0
39049.0,3633.0
39017.0,1076.0
39095.0,3125.0
39127.0,61.0
39001.0,51.0
39089.0,832.0
39093.0,502.0
39043.0,224.0
39139.0,447.0
39005.0,128.0
39151.0,912.0
39169.0,188.0
39023.0,463.0
39007.0,175.0
39009.0,169.0
39013.0,276.0
39091.0,25.0
39077.0,44.0
39167.0,194.0
39173.0,209.0
39103.0,116.0
39171.0,85.0
39033.0,105.0
39059.0,218.0
39141.0,569.0
39129.0,121.0
39157.0,232.0
39031.0,80.0
39039.0,47.0
39041.0,339.0
39029.0,23.0
39135.0,63.0
39057.0,315.0
39147.0,187.0
39165.0,153.0
39143.0,161.0
39053.0,83.0
39155.0,209.0
39037.0,44.0
39071.0,463.0
39087.0,12.0
39079.0,67.0
39133.0,246.0
39045.0,230.0
39003.0,64.0
39073.0,138.0
39097.0,52.0
39101.0,335.0
39069.0,71.0
39145.0,123.0
39109.0,158.0
39123.0,3.0
39011.0,39.0
39081.0,4.0
39021.0,189.0
39085.0,224.0
39027.0,58.0
39119.0,155.0
39065.0,21.0
39067.0,1.0
39121.0,31.0
39175.0,7.0
39019.0,26.0
39055.0,87.0
39107.0,89.0
39159.0,80.0
39025.0,137.0
39117.0,15.0
39125.0,6.0
39051.0,47.0
39015.0,46.0
39063.0,148.0
39075.0,19.0
39083.0,53.0
39105.0,90.0
39111.0,196.0
39115.0,157.0
39131.0,15.0
39137.0,1.0
39149.0,22.0
39161.0,1.0
39047.0,105.0
40011.0,2.0
40021.0,557.0
40109.0,8533.0
40143.0,2569.0
40063.0,21.0
40107.0,68.0
40123.0,270.0
40097.0,519.0
40051.0,335.0
40065.0,133.0
40151.0,14.0
40015.0,77.0
40127.0,111.0
40039.0,119.0
40019.0,251.0
40079.0,280.0
40005.0,147.0
40113.0,1248.0
40017.0,140.0
40147.0,291.0
40125.0,496.0
40087.0,162.0
40133.0,79.0
40037.0,386.0
40145.0,386.0
40059.0,1.0
40031.0,800.0
40013.0,359.0
40081.0,14.0
40131.0,635.0
40137.0,723.0
40091.0,182.0
40003.0,41.0
40117.0,25.0
40029.0,15.0
40041.0,262.0
40069.0,95.0
40115.0,180.0
40099.0,24.0
40111.0,155.0
40009.0,151.0
40047.0,357.0
40101.0,654.0
40141.0,84.0
40121.0,337.0
40023.0,51.0
40135.0,99.0
40083.0,7.0
40139.0,193.0
40057.0,1.0
40089.0,68.0
40071.0,11.0
40073.0,64.0
40095.0,373.0
40053.0,1.0
40027.0,2464.0
40055.0,7.0
40085.0,143.0
40049.0,94.0
40153.0,150.0
40103.0,10.0
40105.0,59.0
40067.0,4.0
40045.0,1.0
40075.0,19.0
40119.0,569.0
40001.0,100.0
40043.0,9.0
40033.0,59.0
40035.0,74.0
41053.0,1452.0
41045.0,281.0
41047.0,1898.0
41071.0,674.0
41043.0,1337.0
41065.0,195.0
41067.0,4710.0
41007.0,362.0
41049.0,130.0
41011.0,699.0
41003.0,680.0
41021.0,30.0
41029.0,2768.0
41059.0,200.0
41001.0,217.0
41017.0,701.0
41039.0,2508.0
41031.0,113.0
41015.0,138.0
41025.0,48.0
41019.0,707.0
41005.0,1876.0
41051.0,3736.0
41009.0,218.0
41013.0,76.0
41023.0,11.0
41033.0,977.0
41027.0,45.0
41061.0,176.0
41063.0,13.0
41035.0,626.0
41037.0,43.0
41041.0,1016.0
41069.0,12.0
41057.0,250.0
41055.0,16.0
42085.0,289.0
42101.0,4181.0
42003.0,2854.0
42049.0,594.0
42129.0,494.0
42071.0,2035.0
42043.0,1049.0
42017.0,882.0
42045.0,972.0
42029.0,1193.0
42035.0,71.0
42133.0,1435.0
42077.0,1482.0
42095.0,795.0
42061.0,44.0
42079.0,407.0
42123.0,136.0
42027.0,199.0
42001.0,283.0
42007.0,352.0
42107.0,449.0
42009.0,143.0
42069.0,337.0
42091.0,1163.0
42051.0,259.0
42031.0,159.0
42013.0,417.0
42011.0,1586.0
42075.0,708.0
42005.0,168.0
42015.0,165.0
42105.0,53.0
42125.0,316.0
42037.0,136.0
42111.0,85.0
42041.0,563.0
42021.0,266.0
42063.0,175.0
42115.0,62.0
42083.0,208.0
42065.0,173.0
42019.0,351.0
42023.0,18.0
42059.0,28.0
42055.0,451.0
42033.0,184.0
42039.0,337.0
42121.0,225.0
42093.0,36.0
42103.0,251.0
42053.0,54.0
42081.0,251.0
42089.0,476.0
42073.0,181.0
42057.0,9.0
42099.0,113.0
42025.0,84.0
42047.0,33.0
42067.0,55.0
42131.0,25.0
42119.0,56.0
42097.0,215.0
42109.0,40.0
42087.0,125.0
42117.0,46.0
42113.0,1.0
42127.0,92.0
72129.0,4717.0
44007.0,926.0
44001.0,39.0
44009.0,155.0
44003.0,250.0
44005.0,119.0
45035.0,114.0
45001.0,202.0
45003.0,594.0
45081.0,449.0
45005.0,25.0
45007.0,1103.0
45009.0,5.0
45011.0,27.0
45013.0,552.0
45015.0,539.0
45017.0,50.0
45019.0,503.0
45021.0,74.0
45023.0,29.0
45025.0,51.0
45027.0,12.0
45029.0,117.0
45031.0,140.0
45033.0,11.0
45037.0,35.0
45039.0,304.0
45041.0,215.0
45043.0,87.0
45045.0,1561.0
45047.0,429.0
45059.0,197.0
45049.0,140.0
45051.0,649.0
45053.0,294.0
45055.0,12.0
45057.0,48.0
45061.0,226.0
45063.0,760.0
45079.0,1676.0
45069.0,30.0
45071.0,29.0
45073.0,67.0
45075.0,255.0
45077.0,1925.0
45083.0,1250.0
45087.0,16.0
45089.0,22.0
45091.0,465.0
45085.0,188.0
45067.0,164.0
46097.0,6.0
46119.0,1.0
46065.0,101.0
46083.0,20.0
46099.0,733.0
46109.0,9.0
46013.0,7.0
46009.0,1.0
46019.0,1.0
46007.0,3.0
46011.0,13.0
46033.0,17.0
46103.0,582.0
46137.0,52.0
46075.0,3.0
46041.0,51.0
46127.0,9.0
46101.0,3.0
46005.0,6.0
46015.0,1.0
46023.0,50.0
46079.0,7.0
46081.0,53.0
46085.0,1.0
46031.0,140.0
46035.0,38.0
46061.0,37.0
46093.0,612.0
46121.0,26.0
46029.0,48.0
46037.0,1.0
46039.0,1.0
46095.0,1.0
46123.0,1.0
46135.0,18.0
46071.0,1.0
46055.0,1.0
46129.0,5.0
47063.0,554.0
47033.0,16.0
47009.0,74.0
47001.0,192.0
47107.0,120.0
47157.0,2666.0
47037.0,3697.0
47003.0,128.0
47005.0,25.0
47007.0,16.0
47163.0,746.0
47013.0,430.0
47015.0,6.0
47019.0,220.0
47021.0,55.0
47025.0,19.0
47027.0,21.0
47011.0,16.0
47029.0,37.0
47031.0,111.0
47035.0,188.0
47039.0,22.0
47041.0,6.0
47043.0,147.0
47045.0,58.0
47047.0,37.0
47103.0,13.0
47049.0,16.0
47187.0,234.0
47051.0,59.0
47053.0,57.0
47055.0,19.0
47057.0,24.0
47059.0,89.0
47061.0,51.0
47065.0,1465.0
47069.0,22.0
47071.0,92.0
47073.0,343.0
47075.0,15.0
47077.0,89.0
47079.0,46.0
47081.0,37.0
47017.0,163.0
47083.0,46.0
47085.0,44.0
47087.0,127.0
47089.0,175.0
47179.0,550.0
47091.0,15.0
47093.0,533.0
47097.0,14.0
47099.0,97.0
47189.0,784.0
47105.0,46.0
47101.0,1.0
47111.0,7.0
47113.0,385.0
47115.0,44.0
47117.0,43.0
47119.0,115.0
47109.0,41.0
47121.0,10.0
47123.0,45.0
47125.0,1137.0
47127.0,1.0
47129.0,461.0
47149.0,1420.0
47131.0,34.0
47151.0,12.0
47133.0,69.0
47135.0,7.0
47139.0,141.0
47141.0,572.0
47143.0,145.0
47145.0,141.0
47147.0,349.0
47153.0,59.0
47155.0,321.0
47159.0,42.0
47161.0,13.0
47165.0,266.0
47167.0,33.0
47169.0,4.0
47171.0,80.0
47173.0,25.0
47175.0,41.0
47177.0,259.0
47181.0,8.0
47183.0,33.0
47185.0,158.0
48107.0,23.0
48125.0,36.0
48029.0,8291.0
48353.0,80.0
48433.0,13.0
48083.0,48.0
48209.0,912.0
48251.0,851.0
48277.0,192.0
48453.0,5407.0
48201.0,23214.0
48309.0,1422.0
48355.0,1622.0
48113.0,9636.0
48439.0,8082.0
48139.0,636.0
48187.0,1158.0
48061.0,2932.0
48215.0,3691.0
48027.0,2327.0
48491.0,2082.0
48265.0,454.0
48157.0,3201.0
48005.0,684.0
48099.0,1348.0
48465.0,197.0
48041.0,968.0
48167.0,3257.0
48245.0,1893.0
48361.0,929.0
48303.0,1086.0
48329.0,747.0
48409.0,424.0
48381.0,2097.0
48339.0,1769.0
48225.0,184.0
48121.0,3265.0
48471.0,504.0
48241.0,322.0
48085.0,1938.0
48423.0,678.0
48467.0,143.0
48025.0,165.0
48273.0,121.0
48141.0,3086.0
48093.0,246.0
48427.0,60.0
48365.0,18.0
48203.0,418.0
48425.0,51.0
48385.0,21.0
48333.0,33.0
48299.0,43.0
48479.0,790.0
48135.0,2106.0
48367.0,418.0
48441.0,1497.0
48451.0,331.0
48183.0,192.0
48001.0,101.0
48231.0,391.0
48217.0,296.0
48189.0,41.0
48499.0,160.0
48417.0,31.0
48249.0,104.0
48043.0,16.0
48073.0,101.0
48039.0,1989.0
48375.0,2076.0
48071.0,629.0
48185.0,272.0
48003.0,64.0
48253.0,311.0
48219.0,142.0
48455.0,32.0
48007.0,368.0
48009.0,27.0
48213.0,99.0
48067.0,160.0
48387.0,33.0
48059.0,74.0
48399.0,41.0
48019.0,197.0
48049.0,136.0
48021.0,864.0
48321.0,115.0
48181.0,599.0
48015.0,93.0
48459.0,206.0
48373.0,299.0
48227.0,24.0
48031.0,16.0
48349.0,197.0
48469.0,935.0
48259.0,68.0
48481.0,183.0
48147.0,176.0
48295.0,47.0
48369.0,39.0
48337.0,49.0
48497.0,373.0
48307.0,26.0
48429.0,74.0
48395.0,36.0
48477.0,19.0
48405.0,33.0
48081.0,12.0
48047.0,60.0
48445.0,140.0
48485.0,606.0
48351.0,45.0
48053.0,185.0
48051.0,14.0
48057.0,311.0
48097.0,30.0
48331.0,154.0
48401.0,150.0
48127.0,64.0
48419.0,147.0
48289.0,49.0
48199.0,483.0
48411.0,26.0
48075.0,20.0
48197.0,8.0
48145.0,26.0
48133.0,197.0
48129.0,9.0
48011.0,7.0
48291.0,859.0
48035.0,120.0
48407.0,161.0
48457.0,66.0
48335.0,17.0
48089.0,105.0
48091.0,663.0
48223.0,164.0
48293.0,143.0
48119.0,18.0
48283.0,17.0
48257.0,385.0
48103.0,4.0
48105.0,29.0
48507.0,316.0
48123.0,209.0
48109.0,10.0
48347.0,172.0
48343.0,99.0
48205.0,27.0
48111.0,25.0
48037.0,175.0
48501.0,45.0
48325.0,208.0
48163.0,138.0
48069.0,52.0
48341.0,181.0
48323.0,104.0
48095.0,7.0
48239.0,40.0
48161.0,113.0
48149.0,76.0
48493.0,79.0
48153.0,19.0
48171.0,26.0
48243.0,1.0
48371.0,4.0
48297.0,23.0
48287.0,61.0
48175.0,47.0
48177.0,111.0
48363.0,219.0
48503.0,48.0
48221.0,243.0
48065.0,25.0
48285.0,2.0
48193.0,60.0
48449.0,86.0
48207.0,51.0
48403.0,46.0
48473.0,1396.0
48077.0,52.0
48117.0,153.0
48415.0,38.0
48237.0,41.0
48315.0,18.0
48247.0,4.0
48013.0,147.0
48267.0,6.0
48255.0,48.0
48495.0,114.0
48275.0,10.0
48115.0,70.0
48281.0,93.0
48489.0,105.0
48179.0,161.0
48279.0,76.0
48055.0,455.0
48313.0,16.0
48319.0,36.0
48461.0,7.0
48191.0,15.0
48235.0,5.0
48393.0,3.0
48475.0,7.0
48079.0,19.0
48159.0,42.0
48017.0,1.0
48305.0,35.0
48357.0,38.0
48063.0,21.0
48169.0,9.0
48195.0,47.0
48379.0,29.0
48383.0,75.0
48391.0,104.0
48151.0,19.0
48397.0,81.0
48463.0,88.0
48131.0,1.0
48233.0,31.0
48413.0,22.0
48165.0,20.0
48483.0,32.0
48045.0,11.0
48435.0,64.0
48143.0,43.0
48431.0,8.0
48421.0,5.0
48447.0,41.0
48437.0,24.0
48359.0,7.0
48487.0,23.0
48087.0,1.0
48505.0,188.0
49011.0,1249.0
49049.0,1568.0
49053.0,970.0
49057.0,1002.0
49001.0,11.0
49035.0,5691.0
49003.0,148.0
49005.0,266.0
49021.0,334.0
49007.0,21.0
49047.0,40.0
49013.0,51.0
49015.0,40.0
49017.0,43.0
49023.0,7.0
49025.0,30.0
49027.0,138.0
49029.0,3.0
49039.0,63.0
49043.0,26.0
49031.0,5.0
49037.0,849.0
49041.0,64.0
49045.0,758.0
49051.0,298.0
51001.0,295.0
51003.0,254.0
51540.0,351.0
51510.0,211.0
51005.0,22.0
51007.0,1.0
51009.0,79.0
51011.0,15.0
51013.0,182.0
51015.0,145.0
51017.0,1.0
51019.0,71.0
51021.0,12.0
51023.0,24.0
51520.0,93.0
51025.0,1.0
51029.0,36.0
51530.0,8.0
51031.0,70.0
51033.0,106.0
51035.0,68.0
51036.0,16.0
51037.0,9.0
51550.0,168.0
51041.0,897.0
51043.0,15.0
51193.0,35.0
51570.0,36.0
51580.0,1.0
51045.0,5.0
51047.0,115.0
51049.0,1.0
51590.0,90.0
51051.0,1.0
51053.0,16.0
51057.0,25.0
51059.0,2467.0
51600.0,2467.0
51610.0,7.0
51061.0,304.0
51063.0,7.0
51065.0,52.0
51620.0,47.0
51067.0,12.0
51069.0,225.0
51840.0,465.0
51630.0,203.0
51640.0,14.0
51071.0,11.0
51073.0,14.0
51075.0,13.0
51077.0,13.0
51079.0,35.0
51081.0,20.0
51083.0,44.0
51650.0,389.0
51085.0,59.0
51660.0,160.0
51087.0,1126.0
51089.0,29.0
51670.0,59.0
51093.0,24.0
51097.0,13.0
51099.0,70.0
51101.0,22.0
51103.0,18.0
51105.0,8.0
51678.0,16.0
51107.0,2459.0
51109.0,34.0
51111.0,38.0
51680.0,252.0
51683.0,568.0
51113.0,20.0
51685.0,31.0
51690.0,64.0
51115.0,12.0
51117.0,13.0
51119.0,10.0
51121.0,234.0
51125.0,46.0
51127.0,29.0
51700.0,749.0
51710.0,661.0
51131.0,127.0
51133.0,4.0
51720.0,35.0
51135.0,29.0
51137.0,49.0
51139.0,83.0
51141.0,46.0
51730.0,418.0
51143.0,53.0
51735.0,18.0
51740.0,220.0
51145.0,24.0
51147.0,1.0
51149.0,52.0
51153.0,484.0
51155.0,85.0
51750.0,53.0
51157.0,16.0
51760.0,1189.0
51159.0,14.0
51770.0,801.0
51161.0,71.0
51163.0,15.0
51165.0,107.0
51167.0,5.0
51775.0,38.0
51169.0,12.0
51171.0,89.0
51173.0,9.0
51175.0,25.0
51177.0,552.0
51179.0,240.0
51790.0,74.0
51800.0,162.0
51181.0,9.0
51183.0,7.0
51185.0,49.0
51810.0,930.0
51187.0,85.0
51191.0,70.0
51820.0,73.0
51095.0,430.0
51830.0,430.0
51195.0,255.0
51197.0,14.0
51199.0,207.0
53033.0,8199.0
53015.0,1001.0
53073.0,1129.0
53063.0,3120.0
53027.0,837.0
53041.0,819.0
53057.0,875.0
53061.0,3992.0
53003.0,195.0
53053.0,5633.0
53035.0,904.0
53011.0,2852.0
53039.0,142.0
53047.0,398.0
53017.0,494.0
53031.0,75.0
53009.0,401.0
53007.0,747.0
53065.0,398.0
53037.0,128.0
53075.0,102.0
53071.0,374.0
53029.0,642.0
53043.0,40.0
53019.0,32.0
53051.0,196.0
53013.0,18.0
53025.0,1194.0
53005.0,931.0
53077.0,2166.0
53045.0,839.0
53067.0,1705.0
53021.0,583.0
53001.0,108.0
53055.0,81.0
53059.0,171.0
53049.0,387.0
53069.0,74.0
54001.0,21.0
54003.0,403.0
54005.0,24.0
54007.0,41.0
54009.0,67.0
54011.0,455.0
54013.0,131.0
54015.0,633.0
54017.0,28.0
54019.0,180.0
54021.0,15.0
54023.0,124.0
54025.0,177.0
54027.0,143.0
54029.0,64.0
54031.0,76.0
54033.0,417.0
54035.0,15.0
54037.0,1411.0
54039.0,652.0
54041.0,36.0
54043.0,396.0
54045.0,309.0
54049.0,71.0
54051.0,132.0
54053.0,78.0
54047.0,149.0
54055.0,588.0
54057.0,75.0
54059.0,345.0
54061.0,288.0
54063.0,168.0
54065.0,111.0
54067.0,279.0
54069.0,46.0
54071.0,17.0
54073.0,43.0
54075.0,51.0
54077.0,122.0
54079.0,30.0
54081.0,372.0
54083.0,34.0
54085.0,116.0
54087.0,212.0
54089.0,54.0
54091.0,85.0
54093.0,163.0
54095.0,14.0
54097.0,384.0
54099.0,80.0
54101.0,68.0
54103.0,34.0
54105.0,137.0
54107.0,299.0
54109.0,59.0
55121.0,38.0
55043.0,136.0
55019.0,89.0
55079.0,5574.0
55101.0,964.0
55059.0,533.0
55115.0,104.0
55001.0,36.0
55005.0,189.0
55045.0,89.0
55061.0,23.0
55053.0,82.0
55097.0,345.0
55035.0,375.0
55095.0,128.0
55067.0,27.0
55087.0,476.0
55015.0,355.0
55003.0,25.0
55009.0,1257.0
55141.0,338.0
55109.0,146.0
55063.0,249.0
55111.0,404.0
55049.0,65.0
55033.0,116.0
55027.0,295.0
55025.0,1728.0
55065.0,15.0
55105.0,1192.0
55047.0,107.0
55129.0,55.0
55017.0,68.0
55133.0,525.0
55127.0,325.0
55021.0,202.0
55039.0,208.0
55081.0,108.0
55117.0,269.0
55135.0,152.0
55075.0,149.0
55041.0,42.0
55123.0,103.0
55091.0,24.0
55125.0,84.0
55093.0,75.0
55057.0,135.0
55055.0,239.0
55089.0,42.0
55023.0,28.0
55131.0,132.0
55029.0,22.0
55083.0,78.0
55119.0,27.0
55011.0,12.0
55013.0,68.0
55113.0,41.0
55103.0,57.0
55071.0,343.0
55107.0,38.0
55007.0,27.0
55031.0,146.0
55139.0,426.0
55078.0,103.0
55069.0,61.0
55073.0,370.0
55137.0,39.0
55077.0,130.0
55099.0,1.0
55085.0,34.0
56001.0,64.0
56013.0,180.0
56007.0,39.0
56003.0,34.0
56005.0,413.0
56021.0,323.0
56029.0,84.0
56009.0,73.0
56011.0,7.0
56041.0,33.0
56015.0,22.0
56017.0,7.0
56019.0,1.0
56023.0,23.0
56027.0,9.0
56025.0,150.0
56045.0,44.0
56035.0,7.0
56031.0,20.0
56037.0,74.0
56033.0,48.0
56039.0,83.0
56043.0,45.0
