FIPS,HOM_STUDENTS
20079.0,84.0
20065.0,1.0
20115.0,13.0
20085.0,18.0
20189.0,54.0
20001.0,6.0
20107.0,37.0
20187.0,16.0
20061.0,309.0
20161.0,682.0
20095.0,1.0
20047.0,44.0
20119.0,15.0
20175.0,249.0
20093.0,5.0
20203.0,26.0
20105.0,1.0
20147.0,1.0
20121.0,133.0
20139.0,59.0
20087.0,18.0
20007.0,1.0
20135.0,5.0
20151.0,9.0
20063.0,1.0
20179.0,3.0
20167.0,5.0
20081.0,52.0
20185.0,1.0
20067.0,1.0
20207.0,48.0
21001.0,26.0
21003.0,42.0
21177.0,36.0
21005.0,16.0
21019.0,473.0
21023.0,35.0
21007.0,58.0
21121.0,202.0
21179.0,49.0
21009.0,725.0
21011.0,107.0
21117.0,1771.0
21013.0,581.0
21037.0,726.0
21151.0,160.0
21015.0,360.0
21017.0,273.0
21227.0,194.0
21021.0,87.0
21025.0,265.0
21027.0,100.0
21029.0,435.0
21167.0,63.0
21031.0,40.0
21033.0,22.0
21035.0,41.0
21217.0,72.0
21039.0,101.0
21041.0,29.0
21043.0,399.0
21045.0,87.0
21099.0,77.0
21047.0,216.0
21049.0,63.0
21051.0,10.0
21053.0,28.0
21235.0,346.0
21055.0,315.0
21057.0,64.0
21059.0,203.0
21107.0,112.0
21125.0,200.0
21061.0,14.0
21093.0,160.0
21063.0,60.0
21103.0,173.0
21065.0,73.0
21067.0,1221.0
21209.0,1687.0
21069.0,26.0
21071.0,59.0
21073.0,228.0
21075.0,83.0
21077.0,89.0
21079.0,31.0
21081.0,61.0
21083.0,218.0
21085.0,11.0
21087.0,8.0
21089.0,148.0
21091.0,6.0
21095.0,1481.0
21097.0,165.0
21193.0,684.0
21101.0,242.0
21105.0,7.0
21109.0,244.0
21111.0,5172.0
21133.0,373.0
21113.0,366.0
21115.0,92.0
21119.0,92.0
21123.0,4.0
21127.0,556.0
21129.0,143.0
21131.0,139.0
21135.0,45.0
21137.0,22.0
21139.0,37.0
21141.0,173.0
21143.0,12.0
21153.0,86.0
21155.0,50.0
21157.0,295.0
21159.0,26.0
21161.0,31.0
21145.0,253.0
21147.0,8.0
21163.0,193.0
21165.0,79.0
21169.0,22.0
21171.0,34.0
21173.0,144.0
21175.0,17.0
21181.0,320.0
21183.0,43.0
21185.0,41.0
21187.0,36.0
21189.0,25.0
21191.0,37.0
21195.0,591.0
21197.0,18.0
21199.0,106.0
21201.0,30.0
21203.0,319.0
21205.0,370.0
21207.0,263.0
21211.0,35.0
21213.0,93.0
21215.0,35.0
21219.0,43.0
21221.0,53.0
21223.0,12.0
21225.0,12.0
21229.0,41.0
21231.0,69.0
21233.0,410.0
21239.0,42.0
22033.0,1042.0
22073.0,308.0
22001.0,215.0
22071.0,2251.0
22009.0,41.0
22017.0,2364.0
22003.0,13.0
22005.0,62.0
22007.0,138.0
22111.0,50.0
22019.0,817.0
22011.0,36.0
22013.0,31.0
22097.0,152.0
22047.0,158.0
22055.0,861.0
22117.0,70.0
22051.0,1274.0
5139.0,207.0
22015.0,439.0
22093.0,37.0
22061.0,54.0
22021.0,55.0
22023.0,14.0
22025.0,16.0
22027.0,29.0
22029.0,140.0
22031.0,68.0
22035.0,12.0
22037.0,118.0
22039.0,56.0
22041.0,11.0
22043.0,196.0
22045.0,75.0
22113.0,163.0
22049.0,10.0
22053.0,120.0
22057.0,839.0
22059.0,312.0
22063.0,30.0
22065.0,33.0
22067.0,193.0
22069.0,170.0
22075.0,50.0
22077.0,79.0
22079.0,963.0
22081.0,144.0
22083.0,23.0
22085.0,43.0
22087.0,80.0
22089.0,21.0
22091.0,28.0
22095.0,71.0
22099.0,155.0
22101.0,319.0
22103.0,638.0
22105.0,290.0
22107.0,5.0
22109.0,756.0
22115.0,9.0
22119.0,97.0
22121.0,108.0
22123.0,4.0
22125.0,40.0
22127.0,49.0
23031.0,313.0
23013.0,62.0
23001.0,377.0
23011.0,310.0
23019.0,188.0
23009.0,84.0
23015.0,57.0
23005.0,896.0
23029.0,30.0
23003.0,37.0
23025.0,93.0
23017.0,139.0
23027.0,73.0
23021.0,22.0
23023.0,105.0
23007.0,57.0
25027.0,4873.0
25013.0,3021.0
25025.0,5393.0
25017.0,2997.0
25009.0,2890.0
25021.0,727.0
25023.0,1002.0
25005.0,2271.0
25003.0,205.0
25001.0,400.0
25015.0,170.0
25011.0,167.0
25019.0,1.0
26025.0,853.0
26053.0,64.0
26063.0,103.0
26097.0,86.0
26103.0,142.0
26131.0,2.0
26163.0,3062.0
26013.0,12.0
26003.0,37.0
26023.0,524.0
26029.0,202.0
26033.0,171.0
26045.0,1251.0
26047.0,164.0
26049.0,1246.0
26065.0,1090.0
26073.0,249.0
26081.0,2496.0
26093.0,366.0
26109.0,149.0
26123.0,675.0
26139.0,940.0
26099.0,1667.0
26021.0,840.0
26059.0,535.0
26117.0,399.0
26087.0,506.0
26101.0,318.0
26125.0,2344.0
26145.0,731.0
26161.0,1084.0
26077.0,1455.0
26107.0,182.0
26075.0,762.0
26121.0,662.0
26147.0,615.0
26017.0,448.0
26055.0,683.0
26005.0,714.0
26115.0,735.0
26133.0,214.0
26009.0,174.0
26143.0,257.0
26069.0,379.0
26129.0,127.0
26105.0,246.0
26061.0,82.0
26091.0,269.0
26157.0,235.0
26001.0,21.0
26057.0,281.0
26007.0,181.0
26119.0,39.0
26011.0,95.0
26085.0,94.0
26159.0,855.0
26037.0,687.0
26051.0,63.0
26067.0,322.0
26019.0,101.0
26041.0,148.0
26043.0,96.0
26151.0,350.0
26165.0,256.0
26111.0,287.0
26149.0,488.0
26155.0,369.0
26027.0,442.0
26031.0,118.0
26035.0,177.0
26135.0,96.0
26039.0,50.0
26071.0,38.0
26015.0,357.0
26079.0,133.0
26137.0,56.0
26089.0,114.0
26127.0,263.0
26113.0,103.0
26153.0,30.0
26095.0,69.0
26141.0,52.0
27043.0,6.0
27045.0,2.0
27137.0,535.0
27131.0,163.0
27079.0,69.0
27159.0,29.0
27025.0,92.0
27129.0,12.0
27053.0,6576.0
27037.0,760.0
27147.0,171.0
27161.0,64.0
27101.0,11.0
27023.0,28.0
27067.0,46.0
27143.0,34.0
27003.0,1723.0
27029.0,5.0
27051.0,1.0
27041.0,66.0
27145.0,700.0
27093.0,34.0
27117.0,19.0
27153.0,146.0
27127.0,40.0
27123.0,2761.0
27085.0,86.0
27171.0,170.0
27091.0,100.0
27107.0,10.0
27005.0,199.0
27163.0,809.0
27063.0,1.0
27061.0,135.0
27141.0,639.0
27157.0,35.0
27083.0,37.0
27007.0,409.0
27125.0,5.0
27059.0,91.0
27139.0,362.0
27099.0,39.0
27105.0,14.0
27021.0,102.0
27047.0,46.0
27027.0,183.0
27017.0,85.0
27111.0,29.0
27035.0,45.0
27167.0,4.0
27109.0,463.0
27055.0,34.0
27049.0,92.0
27019.0,79.0
27119.0,64.0
27073.0,1.0
27115.0,68.0
27009.0,593.0
27039.0,14.0
27081.0,1.0
27071.0,11.0
27095.0,174.0
27077.0,13.0
27057.0,8.0
27169.0,28.0
27097.0,80.0
27087.0,84.0
27013.0,237.0
27103.0,238.0
27001.0,1.0
27065.0,96.0
27033.0,1.0
27015.0,48.0
27089.0,1.0
27165.0,7.0
27113.0,12.0
27135.0,7.0
28025.0,9.0
28003.0,363.0
28095.0,85.0
28081.0,187.0
28117.0,78.0
28045.0,45.0
28009.0,1.0
28047.0,1935.0
28013.0,46.0
28015.0,8.0
28019.0,4.0
28027.0,19.0
28049.0,1860.0
28091.0,61.0
28087.0,126.0
28029.0,11.0
28031.0,23.0
28061.0,2.0
28135.0,101.0
28035.0,152.0
28039.0,47.0
28151.0,101.0
28083.0,127.0
28093.0,87.0
28053.0,103.0
28057.0,59.0
28059.0,379.0
28065.0,8.0
28067.0,28.0
28007.0,7.0
28071.0,88.0
28073.0,77.0
28075.0,168.0
28077.0,4.0
28079.0,11.0
28113.0,73.0
28001.0,7.0
28099.0,10.0
28145.0,20.0
28101.0,189.0
28139.0,7.0
28103.0,35.0
28121.0,23.0
28109.0,139.0
28115.0,37.0
28111.0,7.0
28137.0,19.0
28125.0,63.0
28127.0,307.0
28131.0,14.0
28141.0,12.0
28143.0,27.0
28147.0,7.0
28149.0,243.0
28161.0,4.0
28155.0,8.0
28163.0,34.0
29081.0,15.0
29143.0,66.0
29095.0,4504.0
29510.0,5297.0
29019.0,63.0
29013.0,17.0
29207.0,33.0
29189.0,6350.0
29149.0,53.0
29093.0,31.0
29037.0,486.0
29077.0,2214.0
29109.0,270.0
29067.0,16.0
29153.0,45.0
29201.0,102.0
29121.0,5.0
29043.0,211.0
29187.0,528.0
29053.0,47.0
29209.0,194.0
29167.0,164.0
29033.0,41.0
29055.0,123.0
29213.0,287.0
29025.0,48.0
29217.0,133.0
29115.0,40.0
29041.0,11.0
29059.0,47.0
29179.0,30.0
29215.0,67.0
29135.0,60.0
29029.0,738.0
29049.0,96.0
29069.0,42.0
29031.0,340.0
29097.0,807.0
29155.0,12.0
29009.0,313.0
29101.0,423.0
29183.0,686.0
29133.0,31.0
29117.0,30.0
29083.0,100.0
29015.0,175.0
29051.0,187.0
29105.0,212.0
29099.0,841.0
29065.0,40.0
29145.0,754.0
29169.0,137.0
29181.0,113.0
29035.0,123.0
29021.0,504.0
29039.0,46.0
29131.0,53.0
29113.0,53.0
29057.0,4.0
29177.0,177.0
29047.0,965.0
29089.0,32.0
29225.0,260.0
29071.0,629.0
29123.0,13.0
29027.0,232.0
29211.0,61.0
29079.0,26.0
29159.0,924.0
29223.0,1.0
29127.0,146.0
29229.0,84.0
29073.0,120.0
29175.0,73.0
29107.0,99.0
29091.0,268.0
29147.0,2.0
29045.0,3.0
29075.0,1.0
29001.0,4.0
29011.0,50.0
29111.0,4.0
29151.0,13.0
29163.0,16.0
29017.0,39.0
29137.0,20.0
29195.0,301.0
29063.0,44.0
29119.0,193.0
29199.0,1.0
29129.0,6.0
29007.0,111.0
29139.0,71.0
29203.0,66.0
29023.0,116.0
29161.0,106.0
29003.0,1.0
29185.0,13.0
29165.0,263.0
29157.0,73.0
29221.0,202.0
29171.0,1.0
29173.0,31.0
29005.0,8.0
29197.0,1.0
29205.0,12.0
29186.0,21.0
29141.0,185.0
29061.0,2.0
29125.0,1.0
29219.0,340.0
29085.0,2.0
29227.0,6.0
30049.0,182.0
30087.0,160.0
30089.0,6.0
30073.0,91.0
30061.0,63.0
30023.0,31.0
30031.0,128.0
30047.0,251.0
30085.0,86.0
30025.0,1.0
30029.0,393.0
30013.0,291.0
30111.0,337.0
30009.0,2.0
30035.0,219.0
30093.0,107.0
30099.0,3.0
30043.0,6.0
30081.0,53.0
30063.0,318.0
30001.0,6.0
30057.0,2.0
30053.0,36.0
30083.0,54.0
30021.0,5.0
30003.0,69.0
30041.0,20.0
30005.0,89.0
30027.0,1.0
30067.0,26.0
30077.0,3.0
30095.0,1.0
30065.0,12.0
30101.0,14.0
30079.0,5.0
30059.0,3.0
31079.0,356.0
31111.0,82.0
31167.0,4.0
31053.0,699.0
31151.0,51.0
31157.0,82.0
31065.0,1.0
31141.0,23.0
31059.0,1.0
31035.0,30.0
31129.0,30.0
31125.0,34.0
31121.0,35.0
31055.0,1855.0
31147.0,1.0
31077.0,1.0
31015.0,6.0
31039.0,1.0
31067.0,18.0
31153.0,1929.0
31107.0,25.0
31047.0,169.0
31173.0,37.0
31093.0,28.0
31019.0,82.0
