FIPS,crime
16021.0,10.0
16023.0,7.0
16025.0,3.0
16027.0,634.0
16029.0,9.0
16031.0,28.0
16033.0,1.0
16035.0,16.0
16037.0,7.0
16039.0,91.0
16041.0,13.0
16043.0,16.0
16045.0,55.0
16047.0,36.0
16049.0,33.0
16051.0,23.0
16053.0,76.0
16055.0,370.0
16057.0,20.0
16059.0,23.0
16061.0,7.0
16063.0,17.0
16065.0,31.0
16067.0,18.0
16069.0,50.0
16071.0,5.0
16073.0,35.0
16075.0,40.0
16079.0,24.0
16081.0,20.0
16083.0,270.0
16085.0,36.0
16087.0,16.0
17001.0,292.0
17003.0,6.0
17005.0,10.0
17119.0,849.0
17007.0,135.5
17009.0,1.0
17011.0,53.5
17013.0,0.0
17015.0,36.0
17017.0,50.0
17019.0,1069.0
17021.0,32.5
17173.0,8.5
17023.0,15.0
17035.0,11.0
17025.0,11.0
17027.0,85.33333333333334
17163.0,920.5
17029.0,145.0
17031.0,31726.5
17097.0,871.5
17089.0,518.0
17111.0,259.0
17043.0,934.5
17197.0,1207.0
17033.0,17.0
17037.0,329.0
17093.0,686.0
,132.0
,17.0
17041.0,28.0
17139.0,65.5
17147.0,28.5
17045.0,72.0
17047.0,3.5
17049.0,88.0
17051.0,39.0
17053.0,28.0
17055.0,24.0
17057.0,80.0
17059.0,6.0
17061.0,41.0
17063.0,54.5
17065.0,11.0
17067.0,12.0
17071.0,1.0
17109.0,73.0
17069.0,0.0
17073.0,80.0
17075.0,37.0
17091.0,425.0
17077.0,307.0
17079.0,63.0
17081.0,273.0
17083.0,61.5
17085.0,22.0
17087.0,52.0
17095.0,189.0
17105.0,83.0
17101.0,5.0
17103.0,65.0
17107.0,55.0
17113.0,602.0
17115.0,434.0
17117.0,68.5
17167.0,1193.0
17121.0,131.33333333333334
17189.0,93.33333333333334
17123.0,13.0
17125.0,57.0
17127.0,33.0
17129.0,13.0
17131.0,14.5
17133.0,31.5
17135.0,72.0
17137.0,88.0
17141.0,915.5
17143.0,1292.0
17145.0,32.0
17149.0,23.0
17151.0,0.0
17153.0,0.0
17155.0,1.0
17157.0,23.0
17159.0,38.0
17161.0,597.5
17165.0,88.0
,186.0
17169.0,8.0
17171.0,0.0
17175.0,9.0
17177.0,86.0
17179.0,313.0
17203.0,80.0
17181.0,52.0
17183.0,690.0
17185.0,8.0
17187.0,33.5
17191.0,23.0
17193.0,30.5
17195.0,124.0
17199.0,80.0
17201.0,1128.0
18001.0,21.0
18003.0,1206.0
18005.0,127.66666666666669
18007.0,0.0
18009.0,23.0
18011.0,90.0
18013.0,0.0
18015.0,0.0
18017.0,12.0
18019.0,346.0
18021.0,0.0
18023.0,43.0
18025.0,0.0
18027.0,45.0
18029.0,0.0
18031.0,0.0
18033.0,2.0
18035.0,180.0
18037.0,82.0
18039.0,259.5
18085.0,120.5
18041.0,0.0
18043.0,18.0
18045.0,0.0
18047.0,8.5
18049.0,0.0
18051.0,32.0
18053.0,148.0
18055.0,19.0
18057.0,129.0
18059.0,88.5
18065.0,0.0
18061.0,0.0
18063.0,109.0
18067.0,448.0
18069.0,0.0
18179.0,11.0
18071.0,53.0
18073.0,12.0
18075.0,19.0
18077.0,0.0
18079.0,24.0
18081.0,248.66666666666663
18145.0,213.66666666666669
18083.0,14.0
18087.0,21.0
18089.0,1152.0
,431.0
18093.0,55.0
18095.0,291.0
18159.0,21.0
18097.0,9395.5
,1.0
18099.0,13.0
18101.0,7.0
18103.0,56.0
18105.0,553.0
18107.0,70.0
18109.0,1.0
18111.0,0.0
18113.0,34.0
18115.0,0.0
18117.0,0.0
18119.0,0.0
18121.0,0.0
18123.0,11.0
18125.0,0.0
18127.0,158.0
18129.0,0.0
18131.0,41.0
18133.0,0.0
18135.0,0.0
18137.0,1.5
18139.0,0.0
18141.0,1458.0
18143.0,6.0
18147.0,6.0
18149.0,55.0
18151.0,19.0
18153.0,2.0
18155.0,0.0
18157.0,438.0
18161.0,0.0
18163.0,772.0
18165.0,42.0
18167.0,735.0
18169.0,1.0
18171.0,0.0
18173.0,101.0
18175.0,0.0
18177.0,17.0
18181.0,12.0
18183.0,13.0
19001.0,0.0
19003.0,4.0
19005.0,20.5
19043.0,14.5
19007.0,24.0
19009.0,6.0
19011.0,10.0
19013.0,475.0
19015.0,52.0
19017.0,51.0
19019.0,58.0
19021.0,60.0
19023.0,7.0
19025.0,16.0
19027.0,10.0
19029.0,33.0
19031.0,15.5
19139.0,89.5
19163.0,710.5
19103.0,407.5
19033.0,164.0
19035.0,14.0
19037.0,13.0
19039.0,30.0
19041.0,22.0
19045.0,111.5
19047.0,24.0
19049.0,159.0
19051.0,8.0
19053.0,5.0
19055.0,24.0
19057.0,209.0
19059.0,35.0
19061.0,177.0
19063.0,9.0
19065.0,23.0
19067.0,13.0
19069.0,4.5
19071.0,12.0
19073.0,3.0
19075.0,7.0
19077.0,2.0
19079.0,42.0
19081.0,11.5
19083.0,22.5
19085.0,21.0
19087.0,35.0
19089.0,1.0
19091.0,0.0
19093.0,15.0
19095.0,17.0
19097.0,11.5
19099.0,81.0
19101.0,11.0
19105.0,12.0
19107.0,7.0
19109.0,35.0
19111.0,189.0
19113.0,527.0
19115.0,23.0
19117.0,16.0
19119.0,12.0
19121.0,47.0
19123.0,70.0
19125.0,36.0
19127.0,147.0
19129.0,49.0
19131.0,4.0
19133.0,27.0
19135.0,19.0
19137.0,33.0
19141.0,30.5
19167.0,31.5
19143.0,14.0
19145.0,30.0
19147.0,25.0
19149.0,233.0
19151.0,0.0
19153.0,1208.5
19181.0,1001.5
19155.0,592.0
19157.0,45.0
19159.0,4.0
19161.0,8.0
19165.0,10.0
19169.0,198.0
19171.0,45.0
19173.0,8.0
19175.0,31.0
19177.0,4.0
19179.0,175.0
19183.0,83.0
19185.0,9.0
19187.0,156.0
19189.0,3.5
19191.0,18.0
19193.0,227.0
19195.0,7.0
19197.0,6.0
,0.0
20001.0,42.0
20003.0,16.0
20005.0,46.0
20007.0,8.0
20009.0,111.0
20011.0,54.0
20013.0,16.5
20015.0,117.0
20017.0,0.0
20019.0,4.0
20021.0,50.0
20023.0,1.0
20025.0,4.0
20027.0,29.0
20029.0,55.0
20031.0,9.0
20033.0,1.0
20035.0,132.0
20037.0,135.0
20039.0,1.0
20041.0,42.0
20043.0,7.0
20045.0,15.0
20047.0,0.0
20049.0,3.0
20051.0,81.0
20053.0,20.0
20055.0,168.0
20057.0,144.0
20059.0,91.0
20061.0,257.0
20063.0,4.0
20065.0,5.0
20067.0,18.0
20069.0,4.0
20071.0,3.0
20073.0,25.0
20075.0,9.0
20077.0,14.0
20079.0,116.0
20173.0,4726.0
20081.0,0.0
20083.0,4.0
20085.0,20.0
20087.0,35.0
20089.0,2.0
20091.0,1101.0
20121.0,67.0
20209.0,74.0
20093.0,13.0
20095.0,13.0
20097.0,3.0
20099.0,83.0
20101.0,2.0
20103.0,421.0
20105.0,1.0
20107.0,24.0
20109.0,1.5
20193.0,18.5
20111.0,57.0
20113.0,45.0
20115.0,16.0
20117.0,8.0
20119.0,6.0
20123.0,10.0
20125.0,178.0
20127.0,14.0
20129.0,6.0
20131.0,12.5
20133.0,12.0
20135.0,8.0
20137.0,8.0
20139.0,41.0
20141.0,1.0
20143.0,4.0
20145.0,26.0
20147.0,7.0
20149.0,44.0
20151.0,24.0
20153.0,8.0
20155.0,188.0
20157.0,4.0
20159.0,9.0
20161.0,276.0
20163.0,6.0
20165.0,11.0
20167.0,23.0
20169.0,257.0
20171.0,14.0
20175.0,43.0
20177.0,1012.0
,92.0
20179.0,2.0
20181.0,16.0
20183.0,0.0
20185.0,2.0
20187.0,3.0
20189.0,4.0
20191.0,57.0
20195.0,5.0
20197.0,14.0
20199.0,0.0
20201.0,4.0
20203.0,4.0
20205.0,17.0
20207.0,1.0
21001.0,8.0
21003.0,16.0
21005.0,6.0
21007.0,9.0
21009.0,59.0
21011.0,5.0
21013.0,44.0
21015.0,122.0
21017.0,19.0
21181.0,2.0
21019.0,81.0
21021.0,32.0
21137.0,9.0
21023.0,3.0
21025.0,2.0
21027.0,11.0
21029.0,60.0
21031.0,4.0
21033.0,11.0
21035.0,35.0
21037.0,93.0
21039.0,2.0
21041.0,8.0
21043.0,12.0
21045.0,5.0
21047.0,135.0
21049.0,52.0
21051.0,7.0
21053.0,0.0
21055.0,3.0
21057.0,0.0
21059.0,160.0
21061.0,11.0
21063.0,0.0
21065.0,4.0
21067.0,1008.0
21069.0,4.0
21071.0,12.0
21073.0,109.0
21075.0,6.0
21077.0,2.0
21079.0,11.0
21081.0,6.0
21083.0,69.0
21085.0,17.0
21087.0,4.0
21089.0,13.0
21091.0,2.0
21093.0,129.0
21095.0,7.0
21097.0,14.0
21099.0,6.0
21101.0,85.0
21103.0,2.0
21105.0,2.0
21107.0,37.0
21109.0,4.0
21111.0,4852.5
21185.0,35.5
21113.0,62.0
21115.0,9.0
21117.0,287.0
21119.0,2.0
21121.0,30.0
21123.0,7.0
21125.0,32.0
21127.0,8.0
21129.0,4.0
21131.0,1.0
21133.0,2.0
21135.0,6.0
21139.0,2.0
21141.0,45.0
21143.0,3.0
21145.0,111.0
21147.0,1.0
21149.0,3.0
21151.0,117.0
21153.0,6.0
21155.0,17.0
21157.0,24.0
21159.0,4.0
21161.0,23.0
21163.0,19.0
21165.0,0.0
21167.0,12.0
21169.0,2.0
21171.0,5.0
21173.0,25.0
21175.0,4.0
21177.0,28.0
21179.0,39.0
21183.0,22.0
21187.0,2.0
21189.0,0.0
21191.0,8.0
21193.0,22.0
21195.0,20.0
21197.0,2.0
21199.0,66.0
21201.0,0.0
21203.0,6.0
21205.0,16.0
21207.0,11.0
21209.0,51.0
21211.0,45.0
21213.0,24.0
21215.0,0.0
21217.0,41.0
21219.0,2.0
21221.0,11.0
21223.0,0.0
21225.0,7.0
21227.0,250.0
21229.0,12.0
21231.0,17.0
21233.0,1.0
21235.0,24.0
21237.0,0.0
21239.0,23.0
,779.0
,353.0
,29.0
,403.0
,70.0
,234.0
,22.5
,117.5
,83.0
,1462.0
,748.0
,1104.0
,38.0
,0.0
,28.0
,20.0
,102.0
,93.0
,2836.0
,46.0
,73.0
,28.5
,58.0
,0.0
,0.0
,269.0
,6.0
,1540.0
,46.0
,951.0
,214.0
,313.0
,33.0
,177.0
,644.0
,49.0
,132.0
,256.0
,4524.0
,1391.0
,37.0
,154.0
,1175.0
,33.0
,12.0
,27.0
,19.0
,133.0
,61.0
,91.0
,93.0
,586.5
,269.0
,15.0
,371.0
,1023.0
,6.0
,428.0
,72.0
,209.0
,465.0
,147.0
,142.0
,40.0
,34.0
,56.0
23001.0,190.0
23003.0,64.0
23005.0,330.0
23007.0,28.0
23009.0,16.0
23011.0,149.0
,178.0
23013.0,10.0
23015.0,34.0
23017.0,62.0
23019.0,67.0
23021.0,7.0
23023.0,20.0
23025.0,70.0
23027.0,14.0
23029.0,41.0
23031.0,277.0
24001.0,228.0
24003.0,2320.0
,104.0
24005.0,4738.0
24009.0,133.0
24011.0,45.0
24013.0,245.5
24021.0,573.5
24015.0,307.0
24017.0,589.0
24019.0,136.0
24023.0,79.0
24025.0,473.0
24027.0,517.0
24029.0,21.0
24031.0,1602.0
24033.0,2804.0
24035.0,72.0
24037.0,231.0
24039.0,69.0
24041.0,75.0
24043.0,495.0
24045.0,426.0
24047.0,130.0
24510.0,11101.0
25001.0,695.0
25003.0,447.0
25005.0,2238.0
25007.0,88.0
25009.0,2102.0
25011.0,178.0
25013.0,2624.0
25015.0,421.0
25017.0,2967.0
25019.0,28.0
25021.0,1173.0
25023.0,1762.0
25025.0,5114.0
25027.0,2632.0
,0.0
26001.0,14.0
26003.0,21.0
26005.0,291.5
26007.0,94.0
26009.0,45.0
26011.0,43.0
26013.0,17.0
26015.0,142.0
26017.0,424.5
26019.0,30.0
26021.0,860.0
26023.0,122.0
26025.0,809.0
26027.0,79.0
26029.0,64.0
26031.0,53.0
26047.0,63.0
26033.0,92.0
26035.0,47.0
26073.0,158.0
26037.0,127.0
26155.0,188.0
26039.0,36.0
26041.0,89.0
26043.0,26.0
26045.0,905.0
26049.0,2397.5
26125.0,2182.5
26051.0,77.0
26053.0,27.0
,77.0
26055.0,230.0
26089.0,45.0
26057.0,88.0
26059.0,167.0
26061.0,26.0
26063.0,48.0
26065.0,1143.0
26067.0,189.0
26069.0,59.0
26071.0,38.0
26075.0,793.0
26077.0,1546.0
26079.0,32.0
26081.0,2339.0
26083.0,2.0
26085.0,9.0
26087.0,141.0
26091.0,308.0
26093.0,200.0
26095.0,48.0
26097.0,29.0
26099.0,2246.0
26147.0,470.5
26101.0,87.0
26103.0,173.0
26105.0,101.0
26107.0,162.0
26109.0,60.0
26111.0,90.5
26113.0,40.0
26115.0,115.5
26117.0,198.0
26119.0,14.0
26121.0,783.0
26123.0,136.5
26127.0,125.5
26129.0,62.0
26131.0,18.0
26133.0,78.0
26135.0,23.0
26137.0,46.0
26139.0,695.5
26141.0,15.0
26143.0,28.0
26145.0,1183.0
26149.0,246.0
26151.0,92.0
26153.0,31.0
26157.0,139.0
26159.0,259.0
26161.0,1342.5
26163.0,17162.5
26165.0,122.0
27001.0,14.0
27003.0,539.5
27123.0,2243.0
27005.0,49.0
,204.0
27007.0,135.0
27009.0,129.83333333333331
27011.0,1.0
27013.0,146.0
27015.0,19.0
27033.0,37.0
27017.0,26.0
27019.0,56.0
27021.0,40.0
27023.0,14.5
27025.0,41.0
27027.0,78.0
27029.0,13.0
27031.0,10.0
27035.0,91.0
27037.0,537.0
27163.0,272.5
27039.0,21.0
27041.0,48.0
27153.0,27.5
27043.0,19.0
27045.0,11.0
27109.0,301.0
27047.0,49.0
27049.0,55.0
27051.0,2.0
27053.0,5672.0
27171.0,119.5
27055.0,7.0
27057.0,38.0
27059.0,30.0
27061.0,75.0
27063.0,7.0
27065.0,6.0
27067.0,109.0
27069.0,0.0
27071.0,19.0
27073.0,0.0
27075.0,0.0
27077.0,6.0
27079.0,10.0
27081.0,2.0
27083.0,28.0
27085.0,48.0
27087.0,10.0
27089.0,0.0
27091.0,28.0
27093.0,16.0
27145.0,182.8333333333333
27095.0,51.5
27141.0,162.83333333333331
27097.0,18.0
27099.0,63.0
27101.0,2.0
27103.0,37.0
27105.0,38.0
27107.0,0.0
27111.0,90.0
27113.0,8.0
27115.0,138.0
27117.0,5.0
27119.0,69.0
27121.0,11.0
27125.0,3.0
27127.0,17.0
27129.0,22.0
27131.0,85.5
27133.0,7.0
27135.0,12.0
27137.0,476.0
27139.0,175.0
27143.0,11.0
27147.0,40.0
27149.0,5.0
27151.0,8.0
27159.0,18.5
27155.0,7.0
27157.0,15.0
27161.0,26.0
27165.0,17.0
27167.0,6.0
27169.0,43.0
27173.0,4.5
28001.0,19.0
28003.0,0.0
28005.0,0.0
28007.0,23.0
28009.0,0.0
28011.0,51.0
28133.0,0.0
28013.0,0.0
28015.0,0.0
28017.0,0.0
28019.0,8.0
28021.0,21.0
28023.0,0.0
28025.0,39.0
28027.0,0.0
28029.0,0.0
28031.0,0.0
28033.0,252.0
28035.0,59.0
28073.0,143.0
28037.0,0.0
28039.0,21.0
28041.0,2.0
28043.0,0.0
28045.0,44.0
28047.0,531.0
28049.0,615.0
28121.0,535.0
28089.0,565.0
28051.0,0.0
28053.0,0.0
28055.0,0.0
28057.0,17.0
28059.0,267.0
28061.0,0.0
28063.0,0.0
28065.0,0.0
28067.0,125.0
28069.0,2.0
28071.0,52.0
28075.0,208.0
28077.0,0.0
28079.0,0.0
28081.0,0.0
28083.0,93.0
28085.0,77.0
28087.0,0.0
28091.0,34.0
28093.0,31.0
28095.0,3.0
28097.0,0.0
28099.0,2.0
28101.0,0.0
28103.0,0.0
28105.0,91.0
28107.0,115.0
28119.0,0.0
28109.0,2.0
28111.0,0.0
28113.0,0.0
28115.0,42.0
28117.0,33.0
28123.0,0.0
28125.0,0.0
28127.0,0.0
28129.0,0.0
28131.0,52.0
28135.0,0.0
28137.0,0.0
28139.0,0.0
28141.0,28.0
28143.0,40.0
28145.0,0.0
28147.0,0.0
28149.0,156.0
28151.0,17.0
28153.0,0.0
28155.0,0.0
28157.0,0.0
28159.0,0.0
28161.0,0.0
28163.0,0.0
,165.0
29001.0,93.0
29003.0,3.0
29005.0,4.0
29007.0,30.0
29009.0,63.5
29109.0,89.5
29011.0,6.0
29013.0,53.0
29015.0,49.0
29017.0,62.0
29019.0,509.0
29021.0,480.0
29023.0,269.0
29025.0,27.0
29027.0,224.5
29029.0,127.0
29131.0,47.0
29141.0,103.0
29031.0,300.0
29033.0,17.0
29035.0,27.0
29037.0,2086.0
29095.0,3221.5
29039.0,55.0
29041.0,29.0
29043.0,1460.0
29045.0,7.0
29047.0,2075.5
29177.0,133.0
29049.0,36.0
29063.0,22.0
29051.0,95.5
,124.0
29053.0,20.0
29055.0,53.5
29071.0,180.5
29057.0,50.0
29059.0,8.0
29061.0,17.0
29065.0,18.5
29067.0,25.0
29069.0,100.0
29189.0,3587.0
29073.0,58.0
29075.0,1.0
29077.0,1401.5
29225.0,28.5
29079.0,16.0
29081.0,4.0
29083.0,149.0
29085.0,1.0
29087.0,8.0
29089.0,23.0
29091.0,136.0
29093.0,6.0
29107.0,52.5
29097.0,324.0
29145.0,240.0
29099.0,580.0
29101.0,87.0
29103.0,1.0
29105.0,113.0
29111.0,7.0
29113.0,251.0
29115.0,17.0
29117.0,33.0
29119.0,66.0
29121.0,15.0
29123.0,34.0
29125.0,25.0
29127.0,55.16666666666666
29173.0,80.16666666666666
29129.0,0.0
29133.0,53.0
29135.0,18.0
29137.0,5.666666666666667
29139.0,3.0
29143.0,138.0
29147.0,20.0
29149.0,38.0
29151.0,4.0
29153.0,20.0
29155.0,127.0
29157.0,59.0
