FIPS,crime
29159.0,216.0
29161.0,157.0
29163.0,48.0
29165.0,1894.5
29167.0,67.0
29169.0,221.0
29171.0,2.0
29175.0,94.0
29179.0,0.5
29181.0,5.0
29183.0,612.5
29219.0,113.5
29185.0,17.0
29187.0,136.0
29186.0,63.0
29195.0,68.0
29197.0,4.0
29199.0,8.0
29201.0,72.0
29203.0,23.0
29205.0,5.0
29207.0,73.0
29209.0,60.0
29211.0,25.0
29213.0,169.0
29215.0,71.0
29217.0,110.0
29221.0,82.0
29223.0,26.0
29227.0,6.0
29229.0,31.0
29510.0,5792.0
30001.0,11.0
30003.0,65.0
30005.0,0.0
30007.0,28.0
30009.0,29.0
30011.0,0.0
30013.0,385.0
30015.0,1.0
30017.0,29.0
30019.0,0.0
30021.0,15.0
30023.0,13.0
30025.0,5.0
30027.0,29.0
30029.0,352.0
30031.0,305.0
30033.0,0.0
30035.0,44.0
30037.0,2.0
30039.0,1.0
30041.0,74.0
30043.0,26.0
30045.0,0.0
30047.0,128.0
30049.0,276.0
30051.0,0.0
30053.0,28.0
30055.0,0.0
30057.0,14.0
30059.0,6.0
30061.0,1.0
30063.0,432.0
30065.0,11.0
30067.0,39.0
30069.0,0.0
30071.0,15.0
30073.0,5.0
30075.0,0.0
30077.0,19.0
30079.0,11.0
30081.0,93.0
30083.0,47.0
30085.0,86.0
30087.0,20.0
30089.0,8.0
30091.0,9.0
30093.0,120.0
30095.0,21.0
30097.0,20.0
30099.0,13.0
30101.0,31.0
30103.0,0.0
30105.0,40.0
30107.0,9.0
30109.0,0.0
30111.0,861.0
,642.0
31001.0,51.0
31003.0,1.0
31005.0,0.0
31007.0,0.0
31009.0,0.0
31011.0,2.0
31013.0,16.0
31015.0,0.0
31017.0,2.0
31019.0,77.0
31021.0,5.0
31023.0,6.0
31025.0,46.0
31027.0,3.0
31029.0,2.0
31031.0,11.0
31033.0,30.0
31035.0,0.0
31037.0,12.0
31039.0,7.0
31041.0,13.0
31043.0,37.0
31173.0,7.0
31051.0,2.0
31045.0,11.0
31047.0,46.0
31049.0,4.0
31053.0,52.0
31055.0,2975.0
31057.0,0.0
31059.0,5.0
31061.0,1.0
31063.0,3.0
31065.0,12.0
31067.0,34.0
31069.0,1.0
31071.0,0.0
31073.0,2.0
31075.0,0.0
31077.0,0.0
31079.0,275.0
31081.0,6.0
31083.0,0.0
31085.0,1.0
31087.0,1.0
31089.0,9.0
31091.0,0.0
31093.0,2.0
31095.0,17.0
31097.0,6.0
31099.0,10.0
31101.0,15.0
31103.0,2.0
31105.0,3.0
31107.0,0.0
31109.0,1144.0
31111.0,107.0
31113.0,0.0
31115.0,1.0
31117.0,0.0
31119.0,45.0
31121.0,9.0
31123.0,3.0
31125.0,1.0
31127.0,10.0
31129.0,2.0
31131.0,31.0
31133.0,0.0
31135.0,0.0
31137.0,18.0
31139.0,0.0
31141.0,35.0
31143.0,0.0
31145.0,13.0
31147.0,11.0
31149.0,0.0
31151.0,54.0
31153.0,212.0
31155.0,19.0
31157.0,76.0
31159.0,5.0
31161.0,13.0
31163.0,5.0
31165.0,0.0
31167.0,2.0
31169.0,4.0
31171.0,0.0
,71.0
31175.0,10.0
31177.0,12.0
31179.0,6.0
31181.0,0.0
31183.0,0.0
31185.0,17.0
32001.0,36.0
32003.0,12099.0
,81.0
32005.0,62.0
32007.0,166.0
32009.0,6.0
32011.0,22.0
32013.0,34.0
32015.0,62.0
32017.0,7.0
32019.0,185.0
32021.0,4.0
32023.0,117.0
32510.0,178.0
32027.0,32.0
32029.0,31.0
32031.0,2140.0
32033.0,7.0
33001.0,121.0
33003.0,57.0
33005.0,90.0
33007.0,48.0
33009.0,113.0
33011.0,941.0
33013.0,187.0
33015.0,259.0
33017.0,182.0
33019.0,45.0
,0.0
34001.0,672.0
34003.0,709.0
34005.0,663.0
34007.0,1892.0
34009.0,161.0
34011.0,631.0
34013.0,3012.0
,152.0
34015.0,301.0
34017.0,2224.0
34019.0,58.0
34021.0,1277.0
34023.0,1059.0
34025.0,815.0
34027.0,267.0
34029.0,555.0
34031.0,1842.0
34033.0,181.0
34035.0,182.0
34037.0,76.0
34039.0,1575.0
34041.0,78.0
35001.0,7891.5
35003.0,1.0
35005.0,460.0
35007.0,33.0
35009.0,274.0
35011.0,4.0
35013.0,759.0
35015.0,295.0
35017.0,53.0
35019.0,18.0
35021.0,0.0
35023.0,22.0
35025.0,322.0
35027.0,99.0
35028.0,19.0
35029.0,198.0
35031.0,620.0
,968.0
35033.0,6.0
35035.0,266.0
35037.0,5.0
35039.0,52.5
35049.0,459.5
35041.0,58.0
35043.0,347.5
35045.0,1214.0
35047.0,87.0
35051.0,63.0
35053.0,75.0
35055.0,52.0
35057.0,76.0
35059.0,5.0
35061.0,765.0
35006.0,65.0
36001.0,1013.0
,47912.0
36003.0,62.0
36007.0,616.5
36025.0,84.5
36009.0,152.0
36011.0,84.0
36013.0,304.0
36015.0,178.0
36017.0,111.0
36019.0,128.0
36021.0,85.0
36023.0,85.0
36027.0,551.0
36029.0,3385.0
36031.0,50.0
36033.0,63.0
36035.0,125.5
36037.0,86.0
36039.0,179.0
36041.0,3.0
36043.0,141.5
36045.0,243.0
36049.0,28.0
36051.0,61.0
36053.0,106.0
36055.0,2135.0
36057.0,79.0
36059.0,1635.0
36063.0,578.0
36065.0,637.0
36067.0,1523.0
36069.0,166.0
36071.0,704.0
36073.0,58.0
36075.0,169.0
36077.0,98.0
36079.0,49.0
36083.0,394.0
36087.0,300.0
36089.0,105.0
36091.0,183.0
36093.0,607.0
36095.0,46.0
36097.0,10.0
36099.0,44.0
36101.0,97.0
36103.0,1360.0
36105.0,187.0
36107.0,58.0
36109.0,123.0
36111.0,249.0
36113.0,80.0
36115.0,74.0
36117.0,160.0
36119.0,1551.0
36121.0,46.0
36123.0,23.0
36047.0,1.0
36061.0,13.0
36005.0,0.0
37001.0,444.5
37081.0,3155.5
37135.0,1218.5
37003.0,92.0
37005.0,19.0
37007.0,125.0
37009.0,61.0
37011.0,24.5
37189.0,56.5
37013.0,77.0
37015.0,49.0
37017.0,83.0
37019.0,76.0
37021.0,940.0
37023.0,261.8333333333333
37025.0,221.5
37159.0,499.5
37027.0,216.33333333333331
37029.0,55.5
37031.0,129.0
37033.0,27.0
37035.0,192.83333333333331
37109.0,184.0
37037.0,209.5
37039.0,83.0
37041.0,59.0
37043.0,0.0
37045.0,94.5
37071.0,836.5
37047.0,101.0
37049.0,298.0
37051.0,2504.0
37053.0,63.0
37055.0,58.0
37057.0,433.5
37151.0,257.5
37059.0,14.0
37061.0,92.0
37063.0,1875.0
37065.0,249.33333333333331
37127.0,216.33333333333331
37067.0,3061.0
37069.0,115.0
37073.0,0.0
37075.0,11.0
37077.0,191.0
37079.0,65.0
37083.0,178.0
37085.0,83.0
37183.0,1351.5
37087.0,210.0
37089.0,68.0
37091.0,89.0
37093.0,16.0
37095.0,0.0
37097.0,481.5
37099.0,96.0
37101.0,366.0
37195.0,275.3333333333333
37103.0,0.0
37105.0,100.0
37107.0,2.5
37111.0,70.0
37113.0,60.0
37115.0,15.0
37117.0,75.0
37119.0,7242.0
37179.0,663.5
37121.0,2.0
37123.0,81.0
37125.0,167.0
37129.0,988.0
37131.0,2.0
37133.0,485.0
37137.0,23.0
37139.0,111.5
37141.0,16.0
37143.0,13.0
37145.0,118.0
37147.0,624.5
37149.0,12.0
37153.0,217.0
37155.0,818.0
37165.0,220.0
37157.0,286.0
37161.0,34.0
37163.0,279.0
37167.0,169.0
37169.0,4.5
37171.0,89.0
37193.0,160.0
37173.0,38.0
,46.0
37175.0,55.0
37177.0,4.0
37181.0,346.0
37185.0,44.0
37187.0,37.0
37191.0,489.0
37197.0,77.0
37199.0,9.0
38001.0,4.0
38003.0,22.0
38005.0,1.0
38007.0,0.0
38009.0,4.0
38011.0,1.0
38013.0,0.0
38015.0,251.0
38017.0,660.0
38019.0,2.0
38021.0,3.0
38023.0,2.0
38025.0,10.0
38027.0,1.0
38029.0,3.0
38031.0,1.0
38033.0,0.0
38035.0,188.0
38037.0,1.0
38039.0,3.0
38041.0,1.0
38043.0,4.0
38045.0,3.0
38047.0,3.0
38049.0,6.0
38051.0,2.0
38053.0,57.0
38055.0,12.0
38057.0,7.0
38059.0,88.0
38061.0,4.0
38063.0,5.0
38065.0,0.0
38067.0,6.0
38069.0,1.0
38071.0,23.0
38073.0,5.0
38075.0,2.0
38077.0,23.0
38079.0,4.0
38081.0,7.0
38083.0,1.0
38085.0,0.0
38087.0,0.0
38089.0,58.0
38091.0,0.0
38093.0,40.0
38095.0,0.0
38097.0,3.0
38099.0,13.0
38101.0,178.0
38103.0,3.0
38105.0,151.0
,275.0
39001.0,14.0
39003.0,311.0
39063.0,128.5
39161.0,42.5
39005.0,75.0
39075.0,5.0
39007.0,62.0
39009.0,29.0
39073.0,52.0
39011.0,10.0
39013.0,73.0
39015.0,18.0
39017.0,610.5
39165.0,289.8333333333333
39019.0,5.0
39021.0,43.0
39023.0,337.0
39025.0,244.83333333333331
39061.0,3252.333333333333
39027.0,53.5
39029.0,83.0
39099.0,399.0
39031.0,41.0
39033.0,42.5
39139.0,276.5
39035.0,6830.0
39055.0,26.0
39037.0,27.0
39039.0,36.0
39041.0,1694.1666666666667
39043.0,91.5
39093.0,548.0
39077.0,21.5
39045.0,1740.6666666666667
39049.0,2035.6666666666667
39047.0,58.0
39159.0,44.5
39089.0,262.5
,381.0
39051.0,35.0
39095.0,2845.0
39053.0,43.0
39057.0,293.5
39059.0,31.0
39065.0,39.0
39067.0,4.0
39069.0,36.0
39071.0,63.5
39143.0,41.0
39079.0,46.0
39081.0,102.0
39083.0,90.0
39085.0,363.0
39087.0,85.0
39091.0,58.0
39097.0,46.5
39101.0,127.0
39103.0,74.5
39105.0,17.0
39107.0,11.0
39109.0,102.0
39111.0,22.0
39113.0,2198.0
39115.0,30.0
39117.0,36.0
39119.0,128.0
39127.0,33.0
39121.0,5.0
39123.0,24.0
39125.0,31.0
39129.0,78.0
39131.0,44.0
39133.0,434.0
39135.0,17.0
39137.0,16.0
39141.0,217.0
39145.0,183.0
39147.0,9.0
39173.0,83.0
39149.0,59.0
39151.0,1322.0
39153.0,2163.0
39169.0,185.5
39155.0,395.0
39157.0,57.0
39163.0,11.0
39167.0,67.0
39171.0,12.0
39175.0,20.0
40001.0,71.0
40003.0,3.0
40005.0,13.0
40007.0,1.0
40009.0,30.0
40011.0,23.0
40017.0,1361.75
40013.0,116.0
40015.0,74.0
40073.0,39.0
40019.0,249.0
40021.0,91.5
,206.0
40023.0,79.0
40025.0,3.0
40027.0,1733.75
40029.0,8.0
40031.0,895.0
40033.0,1.0
40035.0,27.0
40037.0,121.16666666666669
40119.0,212.0
40143.0,1848.0
40117.0,28.666666666666664
40111.0,102.0
40039.0,58.5
40149.0,38.5
40041.0,85.0
40043.0,3.0
40045.0,11.0
40047.0,225.0
40049.0,98.5
40087.0,58.0
40051.0,119.5
40053.0,5.0
40055.0,13.0
40057.0,8.0
40059.0,0.0
40061.0,13.0
40063.0,34.0
40065.0,57.0
40067.0,15.0
40069.0,20.0
40071.0,202.0
40083.0,68.0
40075.0,15.0
40077.0,27.0
40079.0,106.0
40081.0,81.0
40085.0,23.0
40089.0,114.0
40091.0,66.0
40093.0,13.0
40095.0,31.0
40097.0,106.0
40099.0,27.0
40101.0,495.5
40103.0,18.0
40105.0,28.0
40107.0,72.0
40109.0,1947.75
40125.0,1459.25
40113.0,1496.8333333333333
40115.0,99.0
40121.0,179.0
40123.0,94.0
40133.0,79.5
40127.0,16.0
40129.0,9.0
40131.0,206.0
40145.0,1512.8333333333333
40135.0,164.0
40137.0,75.0
40139.0,51.0
40141.0,26.0
40147.0,60.5
40151.0,15.0
40153.0,50.0
41001.0,38.0
41003.0,160.0
41005.0,1954.8333333333333
41067.0,2341.833333333333
41051.0,1903.3333333333333
41007.0,165.0
41009.0,70.0
41011.0,167.0
,51.0
41013.0,59.0
41015.0,77.0
41017.0,331.0
41019.0,309.0
41021.0,10.0
41023.0,5.0
41025.0,18.0
41027.0,36.0
41029.0,617.0
41031.0,36.0
41033.0,213.0
41035.0,124.0
41037.0,14.0
41039.0,1153.0
41041.0,146.0
41043.0,149.0
41045.0,120.0
41047.0,728.5
41053.0,501.5
41049.0,36.0
41055.0,9.0
41057.0,61.0
41059.0,206.0
41061.0,24.0
41063.0,1.0
41065.0,62.0
41071.0,165.0
41069.0,0.0
42001.0,150.0
42003.0,3405.0
42005.0,138.0
42007.0,426.0
42009.0,71.0
42011.0,861.5
42013.0,402.0
42015.0,107.0
42017.0,557.0
42019.0,167.0
42021.0,293.0
42023.0,18.0
42025.0,288.0
42027.0,188.0
42029.0,599.0
42031.0,32.5
42033.0,157.0
42035.0,47.0
42037.0,80.0
42039.0,143.0
42041.0,201.0
42055.0,230.0
42043.0,1010.0
42045.0,1615.0
42047.0,46.0
42049.0,762.0
42051.0,298.0
42053.0,11.0
42057.0,23.0
42059.0,60.0
42061.0,91.0
42063.0,171.0
42065.0,67.0
42067.0,66.0
42069.0,1402.0
42071.0,888.5
42073.0,161.0
42075.0,225.0
42077.0,674.0
42079.0,648.0
42081.0,178.0
42083.0,133.0
42085.0,255.0
42087.0,75.0
42089.0,394.0
42091.0,860.0
42093.0,74.0
42095.0,347.0
42097.0,274.0
42099.0,66.0
42101.0,11404.0
42103.0,91.0
42105.0,84.0
42107.0,254.0
42109.0,55.0
42111.0,103.0
42113.0,9.0
42115.0,33.0
42117.0,59.0
42119.0,39.0
42121.0,97.5
42123.0,142.0
42125.0,318.0
42127.0,51.0
42129.0,511.0
42131.0,46.0
42133.0,1024.0
,0.0
44001.0,38.0
44003.0,170.0
44005.0,109.0
44007.0,1864.0
,87.0
44009.0,89.0
45001.0,80.5
45003.0,782.5
45037.0,39.5
45005.0,88.0
45007.0,940.5
45009.0,74.0
45011.0,176.0
45013.0,735.5
45015.0,883.3333333333334
45017.0,71.0
45019.0,1283.8333333333333
45035.0,931.8333333333334
45021.0,234.5
45023.0,200.0
45025.0,246.0
45027.0,205.0
45029.0,244.0
45031.0,588.0
45033.0,310.0
45067.0,168.0
45039.0,171.0
45041.0,1093.0
45043.0,299.0
45089.0,124.0
45045.0,2309.0
45059.0,401.5
45083.0,1640.0
45047.0,539.5
45049.0,132.5
45051.0,1515.0
45053.0,60.0
45055.0,252.0
45057.0,288.0
45061.0,150.0
45063.0,1423.5
45081.0,79.5
45079.0,3032.0
45065.0,17.0
45069.0,192.0
45071.0,172.0
45073.0,264.0
45075.0,952.0
45077.0,334.5
45085.0,803.0
45087.0,132.0
45091.0,991.0
46003.0,5.0
46005.0,62.0
46007.0,27.0
46009.0,2.0
46011.0,65.0
46013.0,174.0
46015.0,19.0
46017.0,0.0
,290.0
46019.0,17.0
46021.0,2.0
46023.0,19.0
46025.0,1.0
46027.0,28.0
46029.0,76.0
46031.0,1.0
46033.0,8.0
46035.0,64.0
46037.0,6.0
46039.0,1.0
46041.0,0.0
46137.0,0.0
46043.0,0.0
46045.0,0.0
46047.0,11.0
46049.0,0.0
46051.0,0.0
46053.0,0.0
46055.0,1.0
46057.0,5.0
46059.0,4.0
46061.0,1.0
46063.0,3.0
46065.0,69.0
46067.0,2.0
46069.0,0.0
46071.0,2.0
46073.0,1.0
46075.0,0.0
46077.0,0.0
46079.0,19.0
46081.0,36.0
46083.0,505.5
46085.0,2.0
46087.0,7.0
46089.0,3.0
46091.0,6.0
46093.0,66.0
46095.0,0.0
46097.0,0.0
46099.0,509.5
46101.0,21.0
46103.0,683.0
46105.0,2.0
46107.0,4.0
46109.0,14.0
46111.0,3.0
,0.0
46115.0,13.0
46117.0,0.0
46119.0,4.0
46121.0,0.0
46123.0,14.0
46125.0,18.0
46127.0,17.0
46129.0,13.0
46135.0,93.0
47001.0,263.5
47013.0,137.0
47145.0,192.5
47003.0,261.0
47005.0,20.0
47007.0,21.0
47009.0,459.0
47011.0,670.0
47015.0,27.0
47017.0,58.66666666666666
47079.0,87.66666666666666
47183.0,74.66666666666666
47019.0,240.0
47021.0,103.0
47023.0,64.0
47025.0,72.0
47027.0,18.0
47029.0,206.0
47031.0,220.5
47051.0,255.16666666666663
47033.0,54.0
47035.0,87.0
47037.0,7534.5
47165.0,420.0
,129.0
47039.0,36.5
47041.0,42.0
47043.0,244.0
47045.0,211.0
47131.0,139.0
47047.0,75.5
47049.0,39.0
47053.0,188.5
47113.0,787.5
47055.0,98.0
47103.0,116.0
47057.0,51.0
47059.0,220.0
47061.0,87.66666666666667
47115.0,85.66666666666666
47063.0,248.5
47089.0,255.5
47065.0,2404.0
47067.0,21.0
47069.0,125.5
47071.0,106.0
47073.0,257.5
47075.0,187.0
47077.0,131.5
47081.0,99.0
47083.0,25.0
47085.0,44.0
47087.0,26.0
47091.0,34.0
47093.0,1844.0
47095.0,34.0
47097.0,171.0
47099.0,115.0
47101.0,39.0
47105.0,115.0
47107.0,240.0
47109.0,78.0
47111.0,83.0
47117.0,87.0
47119.0,433.0
47187.0,358.0
47121.0,72.0
47123.0,302.0
47125.0,1047.0
47127.0,7.0
47129.0,43.0
47133.0,27.0
47135.0,13.0
47137.0,8.0
47139.0,29.0
47141.0,233.0
47143.0,107.0
47147.0,261.5
47149.0,1193.0
47151.0,41.0
47153.0,56.0
47155.0,336.0
47157.0,13435.0
47159.0,72.0
47161.0,23.0
47163.0,628.5
47167.0,287.0
47169.0,31.0
47171.0,51.0
47173.0,31.0
47175.0,5.0
47177.0,213.0
47179.0,285.0
47181.0,29.0
47185.0,63.0
47189.0,295.0
,5.0
48001.0,138.0
48213.0,209.0
48003.0,85.0
48005.0,295.0
48007.0,104.33333333333331
48355.0,2982.333333333333
48409.0,177.33333333333331
48009.0,6.0
48011.0,1.0
48013.0,82.33333333333334
48029.0,6684.666666666667
48325.0,5678.333333333333
48015.0,46.0
48017.0,7.0
48019.0,19.0
48021.0,264.0
48453.0,3143.5
48023.0,5.0
48025.0,51.0
48027.0,1016.0
48091.0,282.33333333333337
48187.0,344.83333333333337
48259.0,45.0
48031.0,18.0
48033.0,1.0
48035.0,27.0
48309.0,1069.0
48037.0,412.0
48039.0,590.3333333333333
48157.0,9886.166666666666
48201.0,17970.666666666664
48041.0,654.0
48043.0,19.0
48045.0,0.0
48047.0,16.0
48049.0,126.0
48051.0,27.0
48053.0,119.0
48299.0,33.0
48055.0,191.5
48057.0,76.0
48059.0,9.0
48061.0,1594.0
48063.0,29.0
48065.0,29.0
48067.0,95.0
48343.0,28.0
48069.0,29.0
48071.0,246.5
48073.0,121.5
48075.0,5.0
48077.0,16.0
48079.0,3.0
48081.0,2.0
48083.0,27.0
48085.0,5327.166666666667
48121.0,6621.333333333334
48113.0,6791.166666666666
48397.0,141.66666666666669
48087.0,0.0
48089.0,39.0
48093.0,18.0
48095.0,11.0
48097.0,127.5
48099.0,96.5
48281.0,91.5
48101.0,0.0
48103.0,7.0
48105.0,2.0
48107.0,5.0
48109.0,0.0
48111.0,18.0
48205.0,18.0
48139.0,433.6666666666667
48439.0,4946.5
48257.0,586.0
48115.0,76.0
48117.0,89.0
48119.0,1.0
48123.0,82.0
48125.0,1.0
48127.0,11.0
48129.0,4.0
48131.0,19.5
48249.0,213.5
48133.0,37.0
48135.0,833.0
48329.0,988.0
48137.0,2.0
48141.0,2845.0
48143.0,102.0
48145.0,38.0
48147.0,64.0
48149.0,56.0
48151.0,0.0
48153.0,29.0
48155.0,0.0
48159.0,7.5
48161.0,50.0
48163.0,25.0
48165.0,38.0
48167.0,844.0
48169.0,15.0
48171.0,25.0
48173.0,1.0
48175.0,22.0
48177.0,109.0
48493.0,50.0
48179.0,142.0
48181.0,337.0
48183.0,304.5
48459.0,87.0
48401.0,133.5
48203.0,365.5
48185.0,36.0
48189.0,63.0
48303.0,2684.0
48191.0,4.0
48193.0,14.0
48195.0,5.0
48197.0,5.0
48199.0,89.0
48473.0,174.66666666666669
48207.0,11.0
48209.0,336.5
48211.0,4.0
48215.0,2317.0
48217.0,57.0
48219.0,157.0
48221.0,81.0
48223.0,60.0
48225.0,38.0
48227.0,207.0
48229.0,8.0
48231.0,490.3333333333333
48233.0,54.0
48235.0,6.0
48237.0,15.0
48239.0,16.0
48241.0,107.0
48243.0,4.0
48245.0,1651.0
48361.0,379.0
48247.0,5.0
48251.0,441.3333333333333
48253.0,242.0
48255.0,55.0
48261.0,0.0
48263.0,4.0
48265.0,104.0
48267.0,10.0
48269.0,0.0
48271.0,0.0
48273.0,149.0
48275.0,3.0
48277.0,288.0
48279.0,42.0
48283.0,6.0
48285.0,33.0
48287.0,51.0
48289.0,11.0
48313.0,27.0
48291.0,205.5
48339.0,9631.166666666666
48293.0,37.0
48295.0,0.0
48297.0,5.0
48301.0,1.0
48305.0,1.0
48307.0,12.0
48311.0,0.0
48315.0,22.0
48317.0,9.0
48319.0,8.0
48321.0,166.0
48323.0,51.0
48327.0,3.0
48331.0,39.5
48491.0,2503.5
48333.0,14.0
48335.0,14.0
48337.0,63.0
48341.0,49.0
48345.0,1.0
48347.0,178.0
48349.0,240.0
48351.0,28.0
48353.0,34.0
48357.0,11.0
48359.0,0.0
48363.0,23.5
48367.0,1564.8333333333333
48365.0,73.0
48369.0,9.0
48371.0,28.0
48373.0,113.0
48375.0,762.5
48381.0,810.5
48377.0,6.0
48379.0,8.0
48383.0,7.0
48385.0,3.0
48387.0,31.0
48389.0,100.0
48391.0,9.0
48393.0,0.0
48395.0,31.0
48399.0,15.0
48423.0,771.0
48403.0,13.0
48405.0,13.0
48407.0,44.0
48411.0,13.0
48413.0,4.0
48415.0,166.0
48417.0,4.0
48419.0,73.0
48421.0,0.0
48425.0,4.0
48427.0,146.0
48429.0,14.0
48431.0,2.0
48433.0,1.0
48435.0,3.0
48437.0,36.0
48441.0,296.0
48443.0,0.0
48445.0,26.0
48447.0,4.0
48449.0,140.0
48451.0,421.0
48455.0,6.0
48457.0,69.0
48461.0,2.0
48463.0,69.0
48465.0,67.0
48467.0,52.0
48469.0,448.0
48471.0,247.0
48475.0,63.0
48477.0,143.0
48479.0,896.0
48481.0,146.0
48483.0,5.0
48485.0,438.0
48487.0,51.0
48489.0,154.0
48495.0,32.0
48497.0,111.0
48499.0,90.5
48501.0,4.0
48503.0,35.0
48505.0,52.0
48507.0,21.0
49001.0,4.0
49003.0,61.0
49005.0,156.0
,64.0
49007.0,37.0
49009.0,0.0
49011.0,475.0
49013.0,53.0
49015.0,0.0
49017.0,0.0
49019.0,58.0
49021.0,162.0
49023.0,8.0
49025.0,18.0
49027.0,20.0
49029.0,4.0
49031.0,0.0
49033.0,3.0
49035.0,4372.0
49049.0,600.0
49037.0,6.0
49039.0,48.0
49041.0,18.0
49043.0,87.0
49045.0,121.0
49047.0,60.0
49051.0,42.0
49053.0,297.0
49055.0,3.0
49057.0,623.0
50001.0,46.0
50003.0,102.0
50005.0,91.0
50007.0,333.0
50009.0,0.0
50011.0,106.0
50013.0,4.0
50015.0,24.0
50017.0,11.0
50019.0,86.0
50021.0,115.0
50023.0,147.0
50025.0,103.0
50027.0,123.0
,3.0
51001.0,124.0
51003.0,142.0
51005.0,33.0
51007.0,26.0
51009.0,79.0
51011.0,20.0
51013.0,305.0
51015.0,100.5
51017.0,3.0
51019.0,93.0
51021.0,11.0
51023.0,36.0
51025.0,11.0
51027.0,53.0
51029.0,24.0
51031.0,99.0
51033.0,71.0
51035.0,45.0
51036.0,4.0
51037.0,21.0
51041.0,481.0
51043.0,9.0
51045.0,6.0
51047.0,49.0
51049.0,27.5
51051.0,21.0
51053.0,98.0
51057.0,40.0
51059.0,1119.0
51061.0,58.0
51063.0,22.0
51065.0,39.0
51067.0,80.0
51069.0,87.0
51071.0,21.0
51073.0,41.0
51075.0,14.0
51077.0,26.0
51079.0,18.0
51081.0,16.0
51595.0,12.0
,179.0
51083.0,77.0
51085.0,195.0
51087.0,466.0
51089.0,128.0
51091.0,1.0
51093.0,46.0
51095.0,93.0
51097.0,16.0
51099.0,26.0
51101.0,17.0
51103.0,31.5
51133.0,21.5
51105.0,29.0
51107.0,512.0
51109.0,43.0
51111.0,26.0
51113.0,16.0
51115.0,5.0
51117.0,74.0
51119.0,16.0
51121.0,152.0
51125.0,33.0
51127.0,48.0
51131.0,25.0
51135.0,31.0
51137.0,49.0
51139.0,43.0
51141.0,38.0
51143.0,86.0
51145.0,22.0
51147.0,41.5
51149.0,75.0
51683.0,105.0
51685.0,22.0
51153.0,759.0
51155.0,100.0
51157.0,5.0
51159.0,2.0
51775.0,21.0
51161.0,217.0
51163.0,45.0
51678.0,7.0
51165.0,62.5
51167.0,73.5
51169.0,32.0
51171.0,76.0
51173.0,55.5
51191.0,50.5
51175.0,20.0
51177.0,172.0
51179.0,345.0
51181.0,3.0
51183.0,12.0
51185.0,79.0
51187.0,67.0
51193.0,27.0
51195.0,73.5
51197.0,38.0
51199.0,83.0
51735.0,23.0
51510.0,294.0
51520.0,53.0
51530.0,6.0
51540.0,159.0
51550.0,1124.0
51570.0,71.0
51580.0,5.0
51590.0,110.0
51600.0,18.0
51610.0,10.0
51620.0,16.0
51630.0,111.0
51640.0,30.0
51650.0,387.0
51660.0,116.0
51670.0,75.0
51680.0,316.0
51690.0,65.0
51700.0,1059.0
51710.0,1338.0
51720.0,6.0
51730.0,240.0
51740.0,891.0
51750.0,49.0
51760.0,1071.0
51770.0,387.0
51790.0,53.0
51800.0,270.0
51810.0,582.0
51820.0,54.0
51830.0,23.0
51840.0,81.0
53001.0,26.0
53003.0,36.0
53005.0,449.0
53007.0,105.0
53009.0,199.0
,321.0
53011.0,1261.5
53013.0,9.0
53015.0,209.5
53017.0,23.0
53019.0,3.0
53021.0,206.0
53023.0,14.0
53025.0,238.0
53027.0,148.0
53029.0,87.0
53031.0,75.0
53033.0,8224.0
53053.0,4209.0
53061.0,1541.0
53035.0,711.0
53037.0,60.0
53039.0,14.0
53041.0,170.0
53043.0,10.0
53045.0,143.0
53047.0,44.0
53049.0,30.0
53051.0,7.0
53055.0,9.0
53057.0,181.0
53059.0,12.0
53063.0,2118.0
53065.0,39.0
53067.0,716.0
53069.0,4.0
53071.0,148.0
53073.0,462.0
53075.0,59.0
53077.0,686.0
54001.0,53.0
54003.0,115.0
54005.0,25.0
54007.0,11.0
54009.0,16.5
54011.0,234.5
54099.0,202.5
54013.0,4.0
54015.0,21.0
54017.0,2.0
54019.0,73.0
54039.0,974.5
54021.0,13.0
54023.0,1.0
54025.0,46.5
54027.0,57.0
54029.0,20.5
54031.0,91.0
54033.0,111.0
54035.0,85.0
54037.0,59.0
54079.0,187.5
54041.0,14.0
54043.0,23.0
54045.0,166.0
54047.0,19.0
54049.0,76.0
54051.0,191.0
54053.0,17.0
54055.0,202.0
54057.0,39.0
54059.0,37.0
54061.0,231.0
54063.0,10.5
54065.0,61.0
54067.0,131.0
54069.0,196.0
54071.0,5.0
54073.0,3.0
54075.0,11.0
54077.0,25.0
54081.0,197.0
54083.0,91.0
54085.0,7.0
54087.0,16.0
54089.0,14.0
54091.0,6.0
54093.0,1.0
54095.0,19.0
54103.0,45.0
54097.0,15.0
54101.0,9.0
54105.0,14.0
54107.0,238.0
54109.0,88.0
,0.0
55001.0,40.66666666666666
55003.0,47.0
55005.0,57.0
55007.0,31.0
55009.0,672.0
55115.0,34.0
55011.0,16.0
55013.0,28.0
55015.0,131.66666666666669
55017.0,228.5
55019.0,24.5
55073.0,317.5
55021.0,75.66666666666666
55111.0,93.66666666666666
55023.0,29.0
55025.0,1333.0
55045.0,20.5
55027.0,107.0
55039.0,187.5
55029.0,14.0
55031.0,87.0
55033.0,97.0
55035.0,139.0
55037.0,11.0
55041.0,11.0
55043.0,91.5
55065.0,15.5
55049.0,22.0
55105.0,382.5
55047.0,10.5
